name,category,category_key,category_slug,address,city_slug,area_slug,business_slug,latitude,longitude,phone,website,email,google_maps_url,photo_url,image_url,google_summary,opening_hours,google_rating,google_review_count,google_place_id,tags,chain_flag,social_facebook,social_instagram,social_twitter,social_tiktok,social_linkedin,social_youtube,status,ranking_tier,source,scrape_date
Southville Deli,Food & Produce,food_produce,food-and-produce,"259-261 Church Rd, Redfield, Bristol BS5 9HT, UK",bristol,redfield,southville-deli,51.4596404,-2.5528717,0117 302 1147,https://www.southvilledeli.com/,,https://maps.google.com/?cid=1188937989074556503,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEGy5_RaCdJEaCyy2llF0EMFV003LgpvgjBVJzmRFiXsWUXWzlvchSPKxtT-SF2qnr_H55L89Ev8xr9M2k8cBBw2NVh2H9MSuamDICpzqzGXCbudcYLjIX-V1i1nmOHs3HY1qWHkSOMjDrewyUJCFyZRjn_H0O-MYvY0W1F1AjkZkMqdjpeh_pl0-t5avOR-uJpbWfOTC93On8YAA5C5rEUX9V50Nadkb4NSeALGllyQyu1rMul8sIUbirgO2QM-03E9F-IaayX1YN1JXS5vcWOHvkY0IFueUv2R8ITgXEpmwUTHMKkKmy3SGujnF0Z7HqR8GGtyyaT1kFD5GM5KOxFqRv2rp7XZSx1_QrN9y6KDudo1fTiXaAIlA7n_UD9dmQiuZ7BqyL3yRotbMJE_f_OTb3PVZRR6Nen9T9fQHrO3Dt1t&key=AIzaSyCz5y9eZ6DAHHP8w5pqz15ffDUrNQgQX04,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEGy5_RaCdJEaCyy2llF0EMFV003LgpvgjBVJzmRFiXsWUXWzlvchSPKxtT-SF2qnr_H55L89Ev8xr9M2k8cBBw2NVh2H9MSuamDICpzqzGXCbudcYLjIX-V1i1nmOHs3HY1qWHkSOMjDrewyUJCFyZRjn_H0O-MYvY0W1F1AjkZkMqdjpeh_pl0-t5avOR-uJpbWfOTC93On8YAA5C5rEUX9V50Nadkb4NSeALGllyQyu1rMul8sIUbirgO2QM-03E9F-IaayX1YN1JXS5vcWOHvkY0IFueUv2R8ITgXEpmwUTHMKkKmy3SGujnF0Z7HqR8GGtyyaT1kFD5GM5KOxFqRv2rp7XZSx1_QrN9y6KDudo1fTiXaAIlA7n_UD9dmQiuZ7BqyL3yRotbMJE_f_OTb3PVZRR6Nen9T9fQHrO3Dt1t&key=AIzaSyCz5y9eZ6DAHHP8w5pqz15ffDUrNQgQX04,,Monday: 8:30 AM – 6:30 PM | Tuesday: 8:30 AM – 6:30 PM | Wednesday: 8:30 AM – 6:30 PM | Thursday: 8:30 AM – 6:30 PM | Friday: 8:30 AM – 6:30 PM | Saturday: 8:30 AM – 6:00 PM | Sunday: 10:00 AM – 5:00 PM,4.7,90,ChIJpejMIUyOcUgRV5bBQs30fxA,"{""establishment"",""food"",""point_of_interest"",""store""}",independent,https://www.facebook.com/Southville-Deli-140225586022764,https://www.instagram.com/southvilledeli,https://x.com/southvilledeli,,,,pending,standard,Google Places,2026-04-11
Gusto Italian Deli,Food & Produce,food_produce,food-and-produce,"74 Bedminster Parade, Bristol BS3 4HL, UK",bristol,,gusto-italian-deli,51.4438304,-2.5934974,0117 363 7003,https://m.facebook.com/61573774120634/,,https://maps.google.com/?cid=2980528620275991696,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEE7GONaJ97R92BUzHMBTVh_80BC1ALmxuyJtkx-Brtlq2OPi1EuhHr2Brc0tTmU8GcxUl1mpUyec5gYc00LaGZeAkWDHKLrNW20cbklav5ScsdLV0klwewXjPopubC9e3DPHhlF9uYm3cktjaa7rmXbst2mcITHi0rbMvnzGTx8ecPQIY7A_5r12Sh3_hzaVUNCpLGGwRNt0K_XcHcpteTX2iXEv7lTczg4drUjdPiqTaOex9CWcHR1GAgUV-vDHQINDIRWVyt_S-9ahmH0GASJ4BWCS-EidcN5S6m6hhshpQ&key=AIzaSyCz5y9eZ6DAHHP8w5pqz15ffDUrNQgQX04,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEE7GONaJ97R92BUzHMBTVh_80BC1ALmxuyJtkx-Brtlq2OPi1EuhHr2Brc0tTmU8GcxUl1mpUyec5gYc00LaGZeAkWDHKLrNW20cbklav5ScsdLV0klwewXjPopubC9e3DPHhlF9uYm3cktjaa7rmXbst2mcITHi0rbMvnzGTx8ecPQIY7A_5r12Sh3_hzaVUNCpLGGwRNt0K_XcHcpteTX2iXEv7lTczg4drUjdPiqTaOex9CWcHR1GAgUV-vDHQINDIRWVyt_S-9ahmH0GASJ4BWCS-EidcN5S6m6hhshpQ&key=AIzaSyCz5y9eZ6DAHHP8w5pqz15ffDUrNQgQX04,,Monday: 8:00 AM – 5:00 PM | Tuesday: 8:00 AM – 5:00 PM | Wednesday: 8:00 AM – 5:00 PM | Thursday: 8:00 AM – 5:00 PM | Friday: 8:00 AM – 5:00 PM | Saturday: 8:00 AM – 5:00 PM | Sunday: Closed,4.9,47,ChIJi090PgCNcUgRkIRvFv32XCk,"{""establishment"",""food"",""point_of_interest"",""restaurant""}",independent,https://facebook.com/security,,,,,,pending,standard,Google Places,2026-04-11
The Garden of Easton,Food & Produce,food_produce,food-and-produce,"89 St Marks Rd, Easton, Bristol BS5 6HY, UK",bristol,easton,the-garden-of-easton,51.4681814,-2.5646597,0117 951 0100,http://www.thegardenofeaston.co.uk/,,https://maps.google.com/?cid=2181896086514936586,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEETY12tPhX46Zi-x8q1lQwqM2CJ6WycDU9XQbDzSE3CdxtnxRB5fTQuVKJyUMiDvAR5bLN0QF43dkPxJThP7INl0QfE8R9_BseZZge0i37IVQswzlf_PZdiHwxVqagSlRhweHu_0o-yg9FGnahy1GiwgVdbJ_Sw0RyJ91t08LayNRximLJ4NMMjNGlhVh6TINuYt9O7uNFU8mTMOlQIm3j659F_SyE5Njhf4hd_xt_qfqPlCEN5IB4G0Yx3ml3A6Q4pwLKVkR7jp0KU-hUQwXla4wIgly4TVB_qWS2c0c2-og&key=AIzaSyCz5y9eZ6DAHHP8w5pqz15ffDUrNQgQX04,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEETY12tPhX46Zi-x8q1lQwqM2CJ6WycDU9XQbDzSE3CdxtnxRB5fTQuVKJyUMiDvAR5bLN0QF43dkPxJThP7INl0QfE8R9_BseZZge0i37IVQswzlf_PZdiHwxVqagSlRhweHu_0o-yg9FGnahy1GiwgVdbJ_Sw0RyJ91t08LayNRximLJ4NMMjNGlhVh6TINuYt9O7uNFU8mTMOlQIm3j659F_SyE5Njhf4hd_xt_qfqPlCEN5IB4G0Yx3ml3A6Q4pwLKVkR7jp0KU-hUQwXla4wIgly4TVB_qWS2c0c2-og&key=AIzaSyCz5y9eZ6DAHHP8w5pqz15ffDUrNQgQX04,"Plant-filled, rustic destination for artful meals & drinks using locally sourced ingredients.",Monday: 10:00 AM – 4:00 PM | Tuesday: 10:00 AM – 10:00 PM | Wednesday: 10:00 AM – 10:00 PM | Thursday: 10:00 AM – 10:00 PM | Friday: 10:00 AM – 10:00 PM | Saturday: 9:00 AM – 10:00 PM | Sunday: 9:00 AM – 5:00 PM,4.6,1256,ChIJo9hmFJCPcUgRCquJNe6mRx4,"{""establishment"",""food"",""point_of_interest"",""restaurant""}",independent,https://facebook.com/thegardenofeaston,http://instagram.com/thegardenofeastonbristol,,,,,pending,standard,Google Places,2026-04-11
TASTE OF KERALA RESTAURANT - Zanky's Deli,Food & Produce,food_produce,food-and-produce,"26 Filton Rd, Bristol BS7 0PA, UK",bristol,,taste-of-kerala-restaurant---zanky's-deli,51.4956557,-2.5813133,07301 411116,https://zankysdeli.co.uk/,,https://maps.google.com/?cid=12669244799114783173,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEEvx1_gQUigso-_G2_0St6L24uOp65uwASC2jbSkCa1C8H4SFI9xmRGfKZs__ZXZG7cUvBkk3pxc3CVPquosisJg8z7laRQBu5eUoo_G9DxdO_7kBReY3kyEsmO9bJsml4lSgleouXW1wtySAk8Y6pH52jLev6YKZTYM43WUj1WrK7XA0YcLzbCtg_F3Cot4H841HGMLluf-CTG31k0jRc7FeVFIu0yQeIaoVK7pIU21xjvHqpjrQgDZjMZXMk6ycZ1SQlqbPIcdG_qEd1QhqUrH2T_Wuvwqi7fkclFiExKrw&key=AIzaSyCz5y9eZ6DAHHP8w5pqz15ffDUrNQgQX04,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEEvx1_gQUigso-_G2_0St6L24uOp65uwASC2jbSkCa1C8H4SFI9xmRGfKZs__ZXZG7cUvBkk3pxc3CVPquosisJg8z7laRQBu5eUoo_G9DxdO_7kBReY3kyEsmO9bJsml4lSgleouXW1wtySAk8Y6pH52jLev6YKZTYM43WUj1WrK7XA0YcLzbCtg_F3Cot4H841HGMLluf-CTG31k0jRc7FeVFIu0yQeIaoVK7pIU21xjvHqpjrQgDZjMZXMk6ycZ1SQlqbPIcdG_qEd1QhqUrH2T_Wuvwqi7fkclFiExKrw&key=AIzaSyCz5y9eZ6DAHHP8w5pqz15ffDUrNQgQX04,"Traditional Italian & Sardinian kitchen with desserts & wines, set in a rustic, intimate space.",Monday: 1:00 – 10:00 PM | Tuesday: 1:00 – 10:00 PM | Wednesday: 1:00 – 10:00 PM | Thursday: 1:00 – 10:00 PM | Friday: 12:00 – 11:00 PM | Saturday: 12:00 – 11:00 PM | Sunday: 12:00 – 10:00 PM,4.6,659,ChIJJ4GD3uWRcUgRxamzLwUz0q8,"{""establishment"",""food"",""point_of_interest"",""restaurant""}",independent,https://www.facebook.com/zankysbristol,https://www.instagram.com/zankysdeli,,,,,pending,standard,Google Places,2026-04-11
Deli @ Sandy Park,Food & Produce,food_produce,food-and-produce,"10 Sandy Park Rd, Brislington, Bristol BS4 3PE, UK",bristol,brislington,deli-@-sandy-park,51.4408582,-2.5551991,0117 971 3199,http://deliat.co.uk/,,https://maps.google.com/?cid=7345864848485455797,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEF2gukaYIq9TplZahMnDQKCgsTZmvYphvlyF3bJwUjQoTgmkuXw6HTDypzCPFRnVbUWBtrFLGNHWHyBmlp8johH6Uriums6O4VuPFNf_FveeSlLB9yUd_rNdledEYinnF5_qt2V51Jhrzkvz8cSYT5EHJVbycKxu3_qnuBhOqVOfTbUeqnpOz-glT7k9agQM1-igcGr5vcRBbAEXrWc6gG-bauTPKl4vCCZqI692Jg_FX0tdN4ly9O14wA5PehDwGeMeWBTMXprurQpeuZakkwjA3boeKk8ddjrh3Oz8qGwFw&key=AIzaSyCz5y9eZ6DAHHP8w5pqz15ffDUrNQgQX04,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEF2gukaYIq9TplZahMnDQKCgsTZmvYphvlyF3bJwUjQoTgmkuXw6HTDypzCPFRnVbUWBtrFLGNHWHyBmlp8johH6Uriums6O4VuPFNf_FveeSlLB9yUd_rNdledEYinnF5_qt2V51Jhrzkvz8cSYT5EHJVbycKxu3_qnuBhOqVOfTbUeqnpOz-glT7k9agQM1-igcGr5vcRBbAEXrWc6gG-bauTPKl4vCCZqI692Jg_FX0tdN4ly9O14wA5PehDwGeMeWBTMXprurQpeuZakkwjA3boeKk8ddjrh3Oz8qGwFw&key=AIzaSyCz5y9eZ6DAHHP8w5pqz15ffDUrNQgQX04,,Monday: 8:30 AM – 4:00 PM | Tuesday: 8:30 AM – 4:00 PM | Wednesday: 8:30 AM – 4:00 PM | Thursday: 8:30 AM – 4:00 PM | Friday: 8:30 AM – 4:00 PM | Saturday: 8:30 AM – 4:00 PM | Sunday: Closed,4.9,257,ChIJ-4YLmvmOcUgRtRcB3ijB8WU,"{""cafe"",""establishment"",""food"",""point_of_interest"",""restaurant"",""store""}",independent,https://www.facebook.com/delisandypark,https://www.instagram.com/delisandypark,,,,,pending,standard,Google Places,2026-04-11
Cafe Napolita,Food & Produce,food_produce,food-and-produce,"83 Mina Rd, St Werburgh's, Bristol BS2 9XP, UK",bristol,saint-werburgh's,cafe-napolita,51.46936729999999,-2.5756707,0117 312 1730,http://www.napolitapizza.co.uk/,manager@cafenapolita.com,https://maps.google.com/?cid=9357198914073401312,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEEXKFccEoujZ6XfgdS3cqMGBhPalhSUZd3pzyIj0AkWTSO7Zpd_sQZUlfKQgAVyrdCkmtb08mKiTbwL-MemzwheXvvhNmA9Wn0xFiEV8f4EX5L5A4U_cs5J2ZC8T5b1766qZMRPcZ3aAxZ9GFRI7XU1gKIKyNIzd_SCsdFWxK2LKH6-rFfrmQTFIOjwEB2FDfXvMxUi-b-3yZSg0fzUC1okfCHfn0sspHwPiV4JVZhIom0Zapy3ylr4QTaxYDVlsMzaz_yLI8CNGS7qYWeUdMv3BzVGeLrl1yporP2aQlS-2A&key=AIzaSyCz5y9eZ6DAHHP8w5pqz15ffDUrNQgQX04,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEEXKFccEoujZ6XfgdS3cqMGBhPalhSUZd3pzyIj0AkWTSO7Zpd_sQZUlfKQgAVyrdCkmtb08mKiTbwL-MemzwheXvvhNmA9Wn0xFiEV8f4EX5L5A4U_cs5J2ZC8T5b1766qZMRPcZ3aAxZ9GFRI7XU1gKIKyNIzd_SCsdFWxK2LKH6-rFfrmQTFIOjwEB2FDfXvMxUi-b-3yZSg0fzUC1okfCHfn0sspHwPiV4JVZhIom0Zapy3ylr4QTaxYDVlsMzaz_yLI8CNGS7qYWeUdMv3BzVGeLrl1yporP2aQlS-2A&key=AIzaSyCz5y9eZ6DAHHP8w5pqz15ffDUrNQgQX04,"Wood-fired pizzas, pastas, salads & espresso in an art- & brick-lined Italian cafe with takeaway.",Monday: 9:00 AM – 9:00 PM | Tuesday: 9:00 AM – 9:00 PM | Wednesday: 9:00 AM – 9:00 PM | Thursday: 9:00 AM – 9:00 PM | Friday: 9:00 AM – 10:00 PM | Saturday: 9:00 AM – 10:00 PM | Sunday: 10:00 AM – 9:00 PM,4.5,967,ChIJ39uVTBSOcUgR4BcE9tVy24E,"{""cafe"",""establishment"",""food"",""meal_takeaway"",""point_of_interest"",""restaurant"",""store""}",independent,https://www.facebook.com/cafenapolita,https://www.instagram.com/cafe.napolita,,,https://www.linkedin.com/company/17707316,,pending,standard,Google Places,2026-04-11
Jeevan Sweets,Food & Produce,food_produce,food-and-produce,"415-417 Stapleton Rd, Easton, Bristol BS5 6NE, UK",bristol,easton,jeevan-sweets,51.4695311,-2.5651457,0117 951 7688,,,https://maps.google.com/?cid=3621952605743179589,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEGZn78uPAQxDdv9jF2PG7mTvpy2rFRAcB6IawfPFgDBNZZ846NoQCOmuF93VwOkr_AS9ncXTX_QZNZ-zBUbqth8QgmAh28JOuY-NRlZQC-xM7CdqRsgr6Aq2y50kapXkdlj5FbixK0qMCna3nuZw7QQH14fiHFgVsGggE5HP71Dqnbp5nklzDIkccJUwMDcbBGwp4693NeT036kNt7ZXaGhNWdR-c8fstXti3Qed-txXCYVyyssBLzWIjDTR-oPC1BueSxeJgW35nmMkwr9lsCersErubaTVlLx3kvg0U4Ctz-QVJv_0aFLqkHBEhDHTaET0KNRibvmrp1PXp8JEfpX4gK5QnDh0gPpzOfFuUR9Kaa3WTfbc_QRhojJfit_oFbnln_mDg3JLzPo79GtbwXQldWVcMNiR_kwIZQn9bJh7JfmZ06BJhlyAfn2lvwu&key=AIzaSyCz5y9eZ6DAHHP8w5pqz15ffDUrNQgQX04,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEGZn78uPAQxDdv9jF2PG7mTvpy2rFRAcB6IawfPFgDBNZZ846NoQCOmuF93VwOkr_AS9ncXTX_QZNZ-zBUbqth8QgmAh28JOuY-NRlZQC-xM7CdqRsgr6Aq2y50kapXkdlj5FbixK0qMCna3nuZw7QQH14fiHFgVsGggE5HP71Dqnbp5nklzDIkccJUwMDcbBGwp4693NeT036kNt7ZXaGhNWdR-c8fstXti3Qed-txXCYVyyssBLzWIjDTR-oPC1BueSxeJgW35nmMkwr9lsCersErubaTVlLx3kvg0U4Ctz-QVJv_0aFLqkHBEhDHTaET0KNRibvmrp1PXp8JEfpX4gK5QnDh0gPpzOfFuUR9Kaa3WTfbc_QRhojJfit_oFbnln_mDg3JLzPo79GtbwXQldWVcMNiR_kwIZQn9bJh7JfmZ06BJhlyAfn2lvwu&key=AIzaSyCz5y9eZ6DAHHP8w5pqz15ffDUrNQgQX04,,Monday: 10:30 AM – 8:45 PM | Tuesday: Closed | Wednesday: 10:30 AM – 8:45 PM | Thursday: 10:30 AM – 8:45 PM | Friday: 10:30 AM – 8:45 PM | Saturday: 10:30 AM – 8:45 PM | Sunday: 10:30 AM – 7:45 PM,4.5,995,ChIJDzjNPDmOcUgRRWeferTCQzI,"{""establishment"",""food"",""meal_takeaway"",""point_of_interest"",""restaurant"",""store""}",independent,,,,,,,pending,standard,Google Places,2026-04-11
Dio's Deli,Food & Produce,food_produce,food-and-produce,"71 North St, Bedminster, Bristol BS3 1ES, UK",bristol,bedminster,dio's-deli,51.4406289,-2.6046324,0117 302 1782,https://instagram.com/dios_deli?igshid=YmMyMTA2M2Y=,,https://maps.google.com/?cid=2688287061854575965,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEGbf3Wpk_Hb_G8985-Q0oiOeK9ws8oRmfKCmsQ7XoFUtKBgH6RitqZ0J0QFxZ7Jp_CDc9fe_5dfshHryONe3rxr2JbYX3CCIfmVYp1XYN0xEL3lxMtS8SUVeHVJWRdK5YJJ2CuwGbs90F_MBPrI1Ii5M0faLp48n_fMWkO-u7-HLEWUIhVookiFNwlAaBtRFum3Z1pH2pIb5mCbUts2A9PGk3BOJr41IMRAPcQFi6sQX2Hao0elQjGL348FikikLNehXtkO8vxMq9x6zMhXfOXNzezi46PPse-ol6iBMc3rG8C-Ef2YfJvZ9p4fdHnvqIpYPUoJKjUvAICugis4HSLb-RCDDJL6OORbj4o2EpzJicHY5PHz9qXFwCyMMO9t1sGemNYUj7ot3Z1B2AzwX6OMxUjtoupv-0VhTmk5xvxwu3SB_QEJYGN2gjjNYw&key=AIzaSyCz5y9eZ6DAHHP8w5pqz15ffDUrNQgQX04,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEGbf3Wpk_Hb_G8985-Q0oiOeK9ws8oRmfKCmsQ7XoFUtKBgH6RitqZ0J0QFxZ7Jp_CDc9fe_5dfshHryONe3rxr2JbYX3CCIfmVYp1XYN0xEL3lxMtS8SUVeHVJWRdK5YJJ2CuwGbs90F_MBPrI1Ii5M0faLp48n_fMWkO-u7-HLEWUIhVookiFNwlAaBtRFum3Z1pH2pIb5mCbUts2A9PGk3BOJr41IMRAPcQFi6sQX2Hao0elQjGL348FikikLNehXtkO8vxMq9x6zMhXfOXNzezi46PPse-ol6iBMc3rG8C-Ef2YfJvZ9p4fdHnvqIpYPUoJKjUvAICugis4HSLb-RCDDJL6OORbj4o2EpzJicHY5PHz9qXFwCyMMO9t1sGemNYUj7ot3Z1B2AzwX6OMxUjtoupv-0VhTmk5xvxwu3SB_QEJYGN2gjjNYw&key=AIzaSyCz5y9eZ6DAHHP8w5pqz15ffDUrNQgQX04,,Monday: 8:30 AM – 4:00 PM | Tuesday: 8:30 AM – 4:00 PM | Wednesday: 8:30 AM – 4:00 PM | Thursday: 8:30 AM – 4:00 PM | Friday: 8:30 AM – 4:00 PM | Saturday: 8:30 AM – 4:00 PM | Sunday: 9:00 AM – 3:00 PM,4.8,91,ChIJAwOViCuNcUgRXd0e8Na2TiU,"{""establishment"",""food"",""point_of_interest"",""restaurant""}",independent,,https://www.instagram.com/dios_deli,,,,,pending,standard,Google Places,2026-04-11
Southville Deli,Food & Produce,food_produce,food-and-produce,"262 North St, Bedminster, Bristol BS3 1JA, UK",bristol,bedminster,southville-deli,51.4417054,-2.6125188,0117 966 4507,http://www.southvilledeli.com/,,https://maps.google.com/?cid=7641952514057804065,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEEvMCFWqEdq589j5t6aAVxisj_d66_K6SIG2XTQYfU7VgHI3TTjI8pxEngljzgCWeUlTnGFCuRLTYw7EWSJMS5FCxbpGWoibVFkRbOmHrbgr98bMSeOeh62GY7ix1bf9JTypfPG3jtDpTnyIMJoPZ7GcuvMjXErI-AxjXHAqpM1hnjhz3oFCLLSHo-bsyDaMXsa8blld06K3RaEu9BaCKmpwocDmqaF_R-SDMpMKk_oJLu7UXXxqILnple5JB2z13jF1MGRpmzaC9eRv07CNB-M5kKX4YF7XiPy9uR7-BT9ccKt6nJCoX7o3TRfP3Q5SzJVy4zt3uuknAY669z6ri864RwkEGYFJ64ZW0dJ1v53zVxHBMFnhDWiNnom6yW0Kqpz4B191TGUvY9-mroVNnbb5ah0aJdDVppwdV16SduOag&key=AIzaSyCz5y9eZ6DAHHP8w5pqz15ffDUrNQgQX04,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEEvMCFWqEdq589j5t6aAVxisj_d66_K6SIG2XTQYfU7VgHI3TTjI8pxEngljzgCWeUlTnGFCuRLTYw7EWSJMS5FCxbpGWoibVFkRbOmHrbgr98bMSeOeh62GY7ix1bf9JTypfPG3jtDpTnyIMJoPZ7GcuvMjXErI-AxjXHAqpM1hnjhz3oFCLLSHo-bsyDaMXsa8blld06K3RaEu9BaCKmpwocDmqaF_R-SDMpMKk_oJLu7UXXxqILnple5JB2z13jF1MGRpmzaC9eRv07CNB-M5kKX4YF7XiPy9uR7-BT9ccKt6nJCoX7o3TRfP3Q5SzJVy4zt3uuknAY669z6ri864RwkEGYFJ64ZW0dJ1v53zVxHBMFnhDWiNnom6yW0Kqpz4B191TGUvY9-mroVNnbb5ah0aJdDVppwdV16SduOag&key=AIzaSyCz5y9eZ6DAHHP8w5pqz15ffDUrNQgQX04,"Artisan bread and cheese in small, organic and fair trade supermarket with deli, plus pavement cafe.",Monday: 8:30 AM – 6:00 PM | Tuesday: 8:30 AM – 6:00 PM | Wednesday: 8:30 AM – 6:00 PM | Thursday: 8:30 AM – 6:00 PM | Friday: 8:30 AM – 6:00 PM | Saturday: 8:00 AM – 6:00 PM | Sunday: 10:00 AM – 5:00 PM,4.4,210,ChIJp22RezOMcUgRIZnRnlKrDWo,"{""cafe"",""establishment"",""food"",""health"",""point_of_interest"",""store""}",independent,https://www.facebook.com/Southville-Deli-140225586022764,https://www.instagram.com/southvilledeli,https://x.com/southvilledeli,,,,pending,standard,Google Places,2026-04-11
Southville Deli,Food & Produce,food_produce,food-and-produce,"36 East St, Bedminster, Bristol BS3 4HD, UK",bristol,bedminster,southville-deli,51.44247790000001,-2.5959973,07496 617708,https://www.southvilledeli.com/home,,https://maps.google.com/?cid=2644314402097884951,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEFIkfarnZ7dmD-ujxXFRgo1UwsiCB5Q2h75iJecmtT6BVqD2Y1VNOFEpgHPkHhCQsaXVPkXnJTGVUjDKB80XkWV_fU40wJMil8pV5KhP-H_mUBmefxQQDZUkK8kCPX7LG0j9iCQlcPM_GLx6IUPdrTDbIAGQWloa_gg346dFCdx3kMWTkWG5LyJOu8mtQT9TRaE_c_M9SihLULN6wS0O2Vl-OSMhOxcLcOf0mIHZN2vuIwK8jLtmXECIJlJL5bX5UP386tls7OvXD7JXIk-uQQnUXXcwFVchZoh73nf-255cA&key=AIzaSyCz5y9eZ6DAHHP8w5pqz15ffDUrNQgQX04,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEFIkfarnZ7dmD-ujxXFRgo1UwsiCB5Q2h75iJecmtT6BVqD2Y1VNOFEpgHPkHhCQsaXVPkXnJTGVUjDKB80XkWV_fU40wJMil8pV5KhP-H_mUBmefxQQDZUkK8kCPX7LG0j9iCQlcPM_GLx6IUPdrTDbIAGQWloa_gg346dFCdx3kMWTkWG5LyJOu8mtQT9TRaE_c_M9SihLULN6wS0O2Vl-OSMhOxcLcOf0mIHZN2vuIwK8jLtmXECIJlJL5bX5UP386tls7OvXD7JXIk-uQQnUXXcwFVchZoh73nf-255cA&key=AIzaSyCz5y9eZ6DAHHP8w5pqz15ffDUrNQgQX04,,Monday: 8:00 AM – 6:00 PM | Tuesday: 8:00 AM – 6:00 PM | Wednesday: 8:00 AM – 6:00 PM | Thursday: 8:00 AM – 6:00 PM | Friday: 8:00 AM – 6:00 PM | Saturday: 8:00 AM – 6:00 PM | Sunday: Closed,5,3,ChIJjfGAKQCNcUgRF29-Q_B9siQ,"{""establishment"",""food"",""health"",""point_of_interest"",""restaurant"",""store""}",independent,https://www.facebook.com/Southville-Deli-140225586022764,https://www.instagram.com/southvilledeli,https://x.com/southvilledeli,,,,pending,standard,Google Places,2026-04-11
The Mall Deli,Food & Produce,food_produce,food-and-produce,"14 The Mall, Clifton, Bristol BS8 4DR, UK",bristol,clifton,the-mall-deli,51.45489200000001,-2.620605,0117 973 4440,http://www.themalldeli.co.uk/,enquiries@themalldeli.co.uk,https://maps.google.com/?cid=16386350478727471447,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEF5nBx-AcJsAPQiYyHxWm-_9XBy98o2RRBSSwOX854FZ8WpIhe9YEIDTtYK7mnVSQFjuOdXOd5J8CEfn_PRhYCLtdV7tCDTeujJx7m1IcsgMHxTCPQazkS-Ykv0Jvcyg5YdW5L4ab4DhM-8ZotNKdRP0wWwpve_uxs5YMUUzIEDBP0x3yDylEWWe-XDRqp_AfLy123FepNKjOy4WfLJofxeDnovbRurPA8845BfgYyqXDP6TXicdsDlTgrei7Ddf14fr0-0AzF-MgeqDc09kHhdi7p-PRXYmbTHUvWOh56TBw&key=AIzaSyCz5y9eZ6DAHHP8w5pqz15ffDUrNQgQX04,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEF5nBx-AcJsAPQiYyHxWm-_9XBy98o2RRBSSwOX854FZ8WpIhe9YEIDTtYK7mnVSQFjuOdXOd5J8CEfn_PRhYCLtdV7tCDTeujJx7m1IcsgMHxTCPQazkS-Ykv0Jvcyg5YdW5L4ab4DhM-8ZotNKdRP0wWwpve_uxs5YMUUzIEDBP0x3yDylEWWe-XDRqp_AfLy123FepNKjOy4WfLJofxeDnovbRurPA8845BfgYyqXDP6TXicdsDlTgrei7Ddf14fr0-0AzF-MgeqDc09kHhdi7p-PRXYmbTHUvWOh56TBw&key=AIzaSyCz5y9eZ6DAHHP8w5pqz15ffDUrNQgQX04,,Monday: 8:30 AM – 5:00 PM | Tuesday: 8:30 AM – 5:00 PM | Wednesday: 8:30 AM – 5:00 PM | Thursday: 8:30 AM – 5:00 PM | Friday: 8:30 AM – 5:00 PM | Saturday: 8:30 AM – 5:00 PM | Sunday: 10:00 AM – 4:00 PM,4.6,182,ChIJTfW2B7iNcUgRV2GaGfECaOM,"{""establishment"",""food"",""point_of_interest"",""store""}",independent,,https://www.instagram.com/themalldeli,,,,,pending,standard,Google Places,2026-04-11
