name,category,category_key,category_slug,address,city_slug,area_slug,business_slug,latitude,longitude,phone,website,email,google_maps_url,photo_url,image_url,google_summary,opening_hours,google_rating,google_review_count,google_place_id,tags,chain_flag,social_facebook,social_instagram,social_twitter,social_tiktok,social_linkedin,social_youtube,status,ranking_tier,source,scrape_date,last_synced_at
Bianchis Group Catering from Centrale by Bianchis,Restaurants & Cafés,restaurants_cafes,restaurants-and-cafes,"7 St Gabriel's Business Pk, Easton, Bristol BS5 0RT, UK",bristol,easton,bianchis-group-catering-from-centrale-by-bianchis,51.4625743,-2.5685678,,https://www.bianchisgroupcatering.co.uk/,weddings@bianchisgroup.co.uk,https://maps.google.com/?cid=1874029403772989993,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEFlOFe0Y1p1Ps90NAHpcaCHLccpt0WvcASmD2f2pQqMXos-abrFUhnA5hYSvOuJcX9iujtgDd61UoUiIqELOLk3n2kSQLLbIvzJqN7MnpWvYQkBzNx8XvhhGkvQhOrhjbJC8FAEVfi-MqP-d7b-1_nkhqHV8CvgxBEwlKodvuoXfiLqlJ_THAlZor37Xf-XbhSP_OceR0Esty9eTttYhR0npek0ueVdPTti-iD8nSnc0Zy_i9WPbG6gQC_NgyaQaxGyRJUg60kQwF7hpsY7KmVb8yPeFfVGPMBZux4VerCxzA&key=AIzaSyCz5y9eZ6DAHHP8w5pqz15ffDUrNQgQX04,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEFlOFe0Y1p1Ps90NAHpcaCHLccpt0WvcASmD2f2pQqMXos-abrFUhnA5hYSvOuJcX9iujtgDd61UoUiIqELOLk3n2kSQLLbIvzJqN7MnpWvYQkBzNx8XvhhGkvQhOrhjbJC8FAEVfi-MqP-d7b-1_nkhqHV8CvgxBEwlKodvuoXfiLqlJ_THAlZor37Xf-XbhSP_OceR0Esty9eTttYhR0npek0ueVdPTti-iD8nSnc0Zy_i9WPbG6gQC_NgyaQaxGyRJUg60kQwF7hpsY7KmVb8yPeFfVGPMBZux4VerCxzA&key=AIzaSyCz5y9eZ6DAHHP8w5pqz15ffDUrNQgQX04,,Monday: 9:00 AM – 9:00 PM | Tuesday: 9:00 AM – 9:00 PM | Wednesday: 9:00 AM – 9:00 PM | Thursday: 9:00 AM – 9:00 PM | Friday: 9:00 AM – 9:00 PM | Saturday: 9:00 AM – 9:00 PM | Sunday: 9:00 AM – 9:00 PM,5,6,ChIJWVLvhaePcUgRKbKGTtDjARo,"{""establishment"",""food"",""point_of_interest"",""restaurant""}",independent,,https://www.instagram.com/bianchisgroupcatering,,,,,pending,standard,Google Places,2026-04-11,2026-04-11 16:24:53
The Queens Head Easton,Drinks & Brewing,drinks_brewing,drinks-and-brewing,"171 Easton Rd, Easton, Bristol BS5 0ES, UK",bristol,easton,the-queens-head-easton,51.461794,-2.5666732,0117 902 0953,,,https://maps.google.com/?cid=3820728615099371820,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEFAVKYGS0v15rsJjwt7ieMS6A51HjZWsrE0uMpvsYUw03-FSu71rPMkcJqp7FnFP_KK2k6MkGb8VCC10_hVd_opARVPRoeKLsDxIheiCbRRmAv7Gl33HT4Kzy8Nj0C37XVjNsT7gCtGsLjQ7rn3XC2FXNDvS4Nsqn7T8M8GcJpaCj7hH-xsIGoR12Q7yJpUsxGO3Kgq9mJfrXpdSqYJm3GPFl9FC5v2EWuIpAueQQJI30qq8U4RVd0bqSDiHOWhvAkLtqu9OmlPr7l1vAHWBM6vS_kz5glldrszxPfcDOfB7A&key=AIzaSyCz5y9eZ6DAHHP8w5pqz15ffDUrNQgQX04,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEFAVKYGS0v15rsJjwt7ieMS6A51HjZWsrE0uMpvsYUw03-FSu71rPMkcJqp7FnFP_KK2k6MkGb8VCC10_hVd_opARVPRoeKLsDxIheiCbRRmAv7Gl33HT4Kzy8Nj0C37XVjNsT7gCtGsLjQ7rn3XC2FXNDvS4Nsqn7T8M8GcJpaCj7hH-xsIGoR12Q7yJpUsxGO3Kgq9mJfrXpdSqYJm3GPFl9FC5v2EWuIpAueQQJI30qq8U4RVd0bqSDiHOWhvAkLtqu9OmlPr7l1vAHWBM6vS_kz5glldrszxPfcDOfB7A&key=AIzaSyCz5y9eZ6DAHHP8w5pqz15ffDUrNQgQX04,,Monday: 1:00 PM – 1:00 AM | Tuesday: 1:00 PM – 1:00 AM | Wednesday: 1:00 PM – 1:00 AM | Thursday: 1:00 PM – 1:00 AM | Friday: 12:00 PM – 1:00 AM | Saturday: 12:00 PM – 1:00 AM | Sunday: 12:00 – 11:00 PM,4.5,311,ChIJF-_VRkGOcUgRLBErrm70BTU,"{""bar"",""establishment"",""food"",""point_of_interest"",""restaurant""}",independent,,,,,,,pending,standard,Google Places,2026-04-11,2026-04-11 16:24:53
Xalwo Wadajir,Restaurants & Cafés,restaurants_cafes,restaurants-and-cafes,"209 Stapleton Rd, Easton, Bristol BS5 0PD, UK",bristol,easton,xalwo-wadajir,51.4638853,-2.5701099,07487 768462,,,https://maps.google.com/?cid=632463640836216079,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEHWslNXcE-O-RzvnqYop6IxhVn51x7I3Bwpfu7u3tTkH6TdY5mNbW0ClcafViNzi88DPkTgqawa-tGDOcEl4_cPfj8NJ0-s6SA5kTIbVOnGgzqrjXoJTUWwoGM4GfTjDtKnV3D2OFoLon2XT-_V8o28DDiI0_Xjwv29kY10NiNTu_B69OhKXbrnOC7yJQHeZquBeG7xQXJzFoshUVAmS49PN_mNWVXrcGd_lv90O6yAbPoV9X-JMFasYPV2cIYLx38-HXdE4PcPBbeQ0vB4U9-Z72eGMf-h5cLUZhk5dOnjEA&key=AIzaSyCz5y9eZ6DAHHP8w5pqz15ffDUrNQgQX04,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEHWslNXcE-O-RzvnqYop6IxhVn51x7I3Bwpfu7u3tTkH6TdY5mNbW0ClcafViNzi88DPkTgqawa-tGDOcEl4_cPfj8NJ0-s6SA5kTIbVOnGgzqrjXoJTUWwoGM4GfTjDtKnV3D2OFoLon2XT-_V8o28DDiI0_Xjwv29kY10NiNTu_B69OhKXbrnOC7yJQHeZquBeG7xQXJzFoshUVAmS49PN_mNWVXrcGd_lv90O6yAbPoV9X-JMFasYPV2cIYLx38-HXdE4PcPBbeQ0vB4U9-Z72eGMf-h5cLUZhk5dOnjEA&key=AIzaSyCz5y9eZ6DAHHP8w5pqz15ffDUrNQgQX04,,Monday: 9:30 AM – 9:30 PM | Tuesday: 9:30 AM – 9:30 PM | Wednesday: 9:30 AM – 9:30 PM | Thursday: 9:30 AM – 9:30 PM | Friday: 9:30 AM – 9:30 PM | Saturday: 9:30 AM – 9:30 PM | Sunday: 10:00 AM – 8:00 PM,5,1,ChIJUQcsibWPcUgRD5VklVT2xgg,"{""establishment"",""food"",""point_of_interest"",""restaurant""}",independent,,,,,,,pending,standard,Google Places,2026-04-11,2026-04-11 16:24:53
Alibaba,Restaurants & Cafés,restaurants_cafes,restaurants-and-cafes,"213 Stapleton Rd, Easton, Bristol BS5 0PD, UK",bristol,easton,alibaba,51.4639985,-2.5701034,0117 239 0169,,,https://maps.google.com/?cid=3035145404120734452,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEHuy5aagjH6ZfTKmmD_B1psy-FAX3xIYPdF1Mi8uYxNg-vWjletfa87lxJpY2VAwQ0276OjWGNs46w8BsDA6Amo03tUpvqyG3_zxz8D5YYJ-Hp5r3s94X9jSPNBo4Np6jhXW-6k58bUNlKJLMJtCHw46M1gpFatYd9qP_b6Sff-f6SCABkI-kJp9DM7yQpERCvWqKF2CpaiqmdHJP9qRjNl0KSgoJdiqnXXDwulSe9QzjxC5eDCWwMSJzqMBwYpaerFBkBvr2W3fDb7NRGjybxU5soxLE7or6QrpmhkP5mn0Q&key=AIzaSyCz5y9eZ6DAHHP8w5pqz15ffDUrNQgQX04,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEHuy5aagjH6ZfTKmmD_B1psy-FAX3xIYPdF1Mi8uYxNg-vWjletfa87lxJpY2VAwQ0276OjWGNs46w8BsDA6Amo03tUpvqyG3_zxz8D5YYJ-Hp5r3s94X9jSPNBo4Np6jhXW-6k58bUNlKJLMJtCHw46M1gpFatYd9qP_b6Sff-f6SCABkI-kJp9DM7yQpERCvWqKF2CpaiqmdHJP9qRjNl0KSgoJdiqnXXDwulSe9QzjxC5eDCWwMSJzqMBwYpaerFBkBvr2W3fDb7NRGjybxU5soxLE7or6QrpmhkP5mn0Q&key=AIzaSyCz5y9eZ6DAHHP8w5pqz15ffDUrNQgQX04,,Monday: 12:00 – 11:00 PM | Tuesday: 12:00 – 11:00 PM | Wednesday: 12:00 – 11:00 PM | Thursday: 12:00 – 11:00 PM | Friday: 12:00 – 11:00 PM | Saturday: 12:00 – 11:00 PM | Sunday: 12:00 AM – 11:00 PM,4.3,178,ChIJoV2Tf4OPcUgR9JpGBqoAHyo,"{""establishment"",""food"",""point_of_interest"",""restaurant""}",independent,,,,,,,pending,standard,Google Places,2026-04-11,2026-04-11 16:24:54
FRYZ By My Treats,Restaurants & Cafés,restaurants_cafes,restaurants-and-cafes,"Stapleton Rd, Easton, Bristol BS5 0PA, UK",bristol,easton,fryz-by-my-treats,51.46368580000001,-2.5702177,0117 985 0847,https://fryz.uk/shop/,info@enofik.com,https://maps.google.com/?cid=8037780087711664576,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEFu4LBQv3JDZkswGLpeiHlAMJpGn-SaCY4DuigSjf552C03rzihvbKQlMFya3wNMa4_a3g6GABeneT9ZsEzMEENhKACfZLMtNVrX9sUm4TwgQDncVE2fPHjP_EflJLjOYw_P69KRMZv9evtlRf8L4aUtANmwPckjHfJzWZG9DE6zNXbNT9URT2GprhthLfAPocL3HYG5EWc4sHtpGLaCn-dPwAPiN0QSSdOplhXRPgav6Ej8wlGUqN6P8DkFViIWqXJcfgOfWHNlzVQ4DpXHe_mNXQ3XBhHrnYrawdQKOx52w&key=AIzaSyCz5y9eZ6DAHHP8w5pqz15ffDUrNQgQX04,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEFu4LBQv3JDZkswGLpeiHlAMJpGn-SaCY4DuigSjf552C03rzihvbKQlMFya3wNMa4_a3g6GABeneT9ZsEzMEENhKACfZLMtNVrX9sUm4TwgQDncVE2fPHjP_EflJLjOYw_P69KRMZv9evtlRf8L4aUtANmwPckjHfJzWZG9DE6zNXbNT9URT2GprhthLfAPocL3HYG5EWc4sHtpGLaCn-dPwAPiN0QSSdOplhXRPgav6Ej8wlGUqN6P8DkFViIWqXJcfgOfWHNlzVQ4DpXHe_mNXQ3XBhHrnYrawdQKOx52w&key=AIzaSyCz5y9eZ6DAHHP8w5pqz15ffDUrNQgQX04,,Monday: 12:00 PM – 12:00 AM | Tuesday: 12:00 PM – 12:00 AM | Wednesday: 12:00 PM – 12:00 AM | Thursday: 12:00 PM – 12:00 AM | Friday: 12:00 PM – 2:00 AM | Saturday: 12:00 PM – 2:00 AM | Sunday: 12:00 PM – 12:00 AM,4.2,64,ChIJSy3_0fGPcUgRwAnDXmfui28,"{""establishment"",""food"",""point_of_interest"",""restaurant""}",independent,https://www.facebook.com/Fryzeaston,https://www.instagram.com/fryzeaston,,,,,pending,standard,Google Places,2026-04-11,2026-04-11 16:24:54
DURDUR RESTAURANT,Restaurants & Cafés,restaurants_cafes,restaurants-and-cafes,"Easton, Bristol BS5 0NY, UK",bristol,easton,durdur-restaurant,51.4644506,-2.5702162,,,,https://maps.google.com/?cid=15704507555486855046,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEELQ0D7RaNyiKVAnrj-My12MdJqpIuT14v1q-GhaI0ICKXwvoZnk6uu4yxAnNdLWx8avr3oMpTOz1WBF4F2OFTQg2eqEWlPhibtr2CXl6UgNN6zxmCt1bQP7OMY0fpIAUiWY9CWDrhO7YaGDcps2zm-GgfYz4FdWSojZDWdzfqgPzx0csMV045NqVXNbE0WzBGV5vZajddqjMNJubrvGbiwU7H7EW_Wp_NurSOap_PMJzbNAa-eF2-hXIS1Bc7Ym8YZW3CZZfElrbm7YwzPSGQ0ItrMwtXfPK7tQx41DwAeNfgKm1ZHpX2gvDTQG3cphO7WMrrOgcBbnCIv94y5pJ27fTO8nFJD-EzYKqfobuTeEScFn8nD-jeqA6tvPAbVHbjArRiXnqCFd66zAak_2Y27Ds3y6sbeKEWC70RIKYbMZQ&key=AIzaSyCz5y9eZ6DAHHP8w5pqz15ffDUrNQgQX04,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEELQ0D7RaNyiKVAnrj-My12MdJqpIuT14v1q-GhaI0ICKXwvoZnk6uu4yxAnNdLWx8avr3oMpTOz1WBF4F2OFTQg2eqEWlPhibtr2CXl6UgNN6zxmCt1bQP7OMY0fpIAUiWY9CWDrhO7YaGDcps2zm-GgfYz4FdWSojZDWdzfqgPzx0csMV045NqVXNbE0WzBGV5vZajddqjMNJubrvGbiwU7H7EW_Wp_NurSOap_PMJzbNAa-eF2-hXIS1Bc7Ym8YZW3CZZfElrbm7YwzPSGQ0ItrMwtXfPK7tQx41DwAeNfgKm1ZHpX2gvDTQG3cphO7WMrrOgcBbnCIv94y5pJ27fTO8nFJD-EzYKqfobuTeEScFn8nD-jeqA6tvPAbVHbjArRiXnqCFd66zAak_2Y27Ds3y6sbeKEWC70RIKYbMZQ&key=AIzaSyCz5y9eZ6DAHHP8w5pqz15ffDUrNQgQX04,,,5,2,ChIJ0dG6QUCOcUgRhm87aWqe8dk,"{""establishment"",""food"",""point_of_interest"",""restaurant""}",independent,,,,,,,pending,standard,Google Places,2026-04-11,2026-04-11 16:24:55
Eat More Pizza,Restaurants & Cafés,restaurants_cafes,restaurants-and-cafes,"202 Stapleton Rd, Easton, Bristol BS5 0NY, UK",bristol,easton,eat-more-pizza,51.46435349999999,-2.5703489,,,,https://maps.google.com/?cid=3391570337651186655,,,,,,,ChIJq6rtQECOcUgR31tztkBHES8,"{""establishment"",""food"",""point_of_interest"",""restaurant""}",independent,,,,,,,pending,standard,Google Places,2026-04-11,2026-04-11 16:24:55
Marka Restaurant & Cafe,Restaurants & Cafés,restaurants_cafes,restaurants-and-cafes,"206 Stapleton Rd, Easton, Bristol BS5 0NY, UK",bristol,easton,marka-restaurant-cafe,51.4644486,-2.570273,,,,https://maps.google.com/?cid=14385557266753746396,,,,,2.5,2,ChIJByKlQUCOcUgR3HXlvB3Eo8c,"{""establishment"",""food"",""point_of_interest"",""restaurant""}",independent,,,,,,,pending,standard,Google Places,2026-04-11,2026-04-11 16:24:55
GARAM MASALA,Restaurants & Cafés,restaurants_cafes,restaurants-and-cafes,"190 Stapleton Rd, Easton, Bristol BS5 0NZ, UK",bristol,easton,garam-masala,51.4638497,-2.570616,0117 951 8276,https://www.garammasalaonline.co.uk/menu.php,,https://maps.google.com/?cid=18295462356197314916,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEGEhARcsdHa1J2DbqTBpQ16VC_pFVeO3fwcOUj57cxr5DaK-ZbOO4zuqk6xZWF1gvGtkDLBsiC_3gDsZfDgfHyDdnaoRb4JjknBHTUkl27olmbRSV3Yi6wmVKOzJu8xn0Q0uxyVs1nmgnZQoSoWKx19fpIVBfxxtWwTuHuegLbcJfuAUzMvWDv5xqHDRdqFZiRn7vKW0TU94Nq6dgPIe_3g_DNlm0Z7ORm5OyLfXh2eoceIrIEmVH616XtxmYWpa97mzFyw95Aco2VBhGGTKLbYfLY9Qv8qOZYNpeeTOl8qCPyONMh-y7qqoCfJO497gow8XC5cmJyFFfNrQVZ_YUa1exEx4KmGvZXY5E_k03VDnTYkdRycc4xq48nn6-7OE2r-GccentrLJsWLO7Mc5GEpvfg-T3Vp23LDi3MohBjOV1D037lwP9blkeOfxa3r&key=AIzaSyCz5y9eZ6DAHHP8w5pqz15ffDUrNQgQX04,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEGEhARcsdHa1J2DbqTBpQ16VC_pFVeO3fwcOUj57cxr5DaK-ZbOO4zuqk6xZWF1gvGtkDLBsiC_3gDsZfDgfHyDdnaoRb4JjknBHTUkl27olmbRSV3Yi6wmVKOzJu8xn0Q0uxyVs1nmgnZQoSoWKx19fpIVBfxxtWwTuHuegLbcJfuAUzMvWDv5xqHDRdqFZiRn7vKW0TU94Nq6dgPIe_3g_DNlm0Z7ORm5OyLfXh2eoceIrIEmVH616XtxmYWpa97mzFyw95Aco2VBhGGTKLbYfLY9Qv8qOZYNpeeTOl8qCPyONMh-y7qqoCfJO497gow8XC5cmJyFFfNrQVZ_YUa1exEx4KmGvZXY5E_k03VDnTYkdRycc4xq48nn6-7OE2r-GccentrLJsWLO7Mc5GEpvfg-T3Vp23LDi3MohBjOV1D037lwP9blkeOfxa3r&key=AIzaSyCz5y9eZ6DAHHP8w5pqz15ffDUrNQgQX04,,Monday: 1:00 – 10:00 PM | Tuesday: 1:00 – 10:00 PM | Wednesday: 1:00 – 10:00 PM | Thursday: 1:00 – 10:00 PM | Friday: 1:00 – 10:30 PM | Saturday: 1:00 – 10:30 PM | Sunday: 1:00 – 10:30 PM,4.7,23,ChIJHwJnHN6PcUgRZBGsVhSK5v0,"{""establishment"",""food"",""meal_takeaway"",""point_of_interest"",""restaurant""}",independent,,,,,,,pending,standard,Google Places,2026-04-11,2026-04-11 16:24:56
Pappu Dosa,Restaurants & Cafés,restaurants_cafes,restaurants-and-cafes,"238 Stapleton Rd, Easton, Bristol BS5 0NT, UK",bristol,easton,pappu-dosa,51.4653779,-2.5697544,0117 987 1091,https://pappudosa.co.uk/,,https://maps.google.com/?cid=11327888141501311008,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEHlFg-MaaEDMRsYGMlIvX1EZMg0C2r1atItAyWYvkEPZSe56V4Zy662pGKvfZKgeCbDvTc1gR1P4v86Uk6Nk1Yw0wZ1T6D2ajGo2ePs3rA95YsGqw0DMBRF9Hd38bdr-FaBYdHJt6sEZypGoFLaIfUPoanzYRAS7DTStW-pnYTsUISJUDWTa8I5rD2yBOmioFnALXAewMoLcLD9lwPYtfRAunb-GnVhkdT1GsNvneojAhPPgK91MZsd8qvaXM29ue1kbE8SzjrJ5fuPljrG4zET0iuNpZPGWIX-u7dOIsUJgmFQ0BvSmKnCbA6jLxKtErAsH24jOnLWB7Vn4CzobhLo_oUmSxhr_z5OsNnPTBDBtq6iscd20XqS2qYxa4ysJXNeBqiWnFcdVwbb7OGiG-_eMDXca9h74HHWc19PA6C_2TIj&key=AIzaSyCz5y9eZ6DAHHP8w5pqz15ffDUrNQgQX04,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEHlFg-MaaEDMRsYGMlIvX1EZMg0C2r1atItAyWYvkEPZSe56V4Zy662pGKvfZKgeCbDvTc1gR1P4v86Uk6Nk1Yw0wZ1T6D2ajGo2ePs3rA95YsGqw0DMBRF9Hd38bdr-FaBYdHJt6sEZypGoFLaIfUPoanzYRAS7DTStW-pnYTsUISJUDWTa8I5rD2yBOmioFnALXAewMoLcLD9lwPYtfRAunb-GnVhkdT1GsNvneojAhPPgK91MZsd8qvaXM29ue1kbE8SzjrJ5fuPljrG4zET0iuNpZPGWIX-u7dOIsUJgmFQ0BvSmKnCbA6jLxKtErAsH24jOnLWB7Vn4CzobhLo_oUmSxhr_z5OsNnPTBDBtq6iscd20XqS2qYxa4ysJXNeBqiWnFcdVwbb7OGiG-_eMDXca9h74HHWc19PA6C_2TIj&key=AIzaSyCz5y9eZ6DAHHP8w5pqz15ffDUrNQgQX04,,Monday: Closed | Tuesday: 12:00 – 9:00 PM | Wednesday: 12:00 – 9:00 PM | Thursday: 12:00 – 9:00 PM | Friday: 12:00 – 9:00 PM | Saturday: 10:30 AM – 9:00 PM | Sunday: 10:30 AM – 9:00 PM,4.7,292,ChIJV5IwJ9-PcUgRIKiLOT--NJ0,"{""establishment"",""food"",""point_of_interest"",""restaurant""}",independent,,,,,,,pending,standard,Google Places,2026-04-11,2026-04-11 16:25:03
Red Sea Restaurant,Restaurants & Cafés,restaurants_cafes,restaurants-and-cafes,"Easton, Bristol BS5 0NT, UK",bristol,easton,red-sea-restaurant,51.465609,-2.5695106,,,,https://maps.google.com/?cid=11361322550621146434,,,,,5,1,ChIJb11deUCOcUgRQo1oOKqGq50,"{""establishment"",""food"",""point_of_interest"",""restaurant""}",independent,,,,,,,pending,standard,Google Places,2026-04-11,2026-04-11 16:25:03
CHILLZ TAKE-OUT,Restaurants & Cafés,restaurants_cafes,restaurants-and-cafes,"117A Chelsea Rd, Easton, Bristol BS5 6AS, UK",bristol,easton,chillz-take-out,51.4649331,-2.5638988,07448 497020,,,https://maps.google.com/?cid=6504187202032292664,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEF8RBqmKe400tUO5jvIhHV6EnPYy7QHYIsLQM4W8mr62BHN4JTBKLg5KdgphLgjPk12yvInc7CLA8t4HXqq-yzllxi9d9QC5oUG3xDGBQydpZSAHnRGcxJpx0fi3SEHEdfIZTY4VaUy8LJRGtCBZ9xhnKpTBliInsIABj-SR1WefSdkS1FktZSfkH6ikldQOMnIZ50stprmNMaLdwjs01iTYxz-uUkgf8z5aG7YULuFkUuUB5X9s-kc1C_Ww7WCht0zi9CU0L_RD4IADhoU2F9BTXila3_1cjbdMdyP1WWNxQYj3jcoo8l5xoJjRbmnbQh3z2m-vYurHzj-B0s5jPVm2OIVg9beEctmlZ6QpRUBBqOpd-9aiXhXC1KH7pxOD21QGlCbbrSr8RGhhQEPixkwXd9I6Sp2xW8TZimhoQ65f_Y&key=AIzaSyCz5y9eZ6DAHHP8w5pqz15ffDUrNQgQX04,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEF8RBqmKe400tUO5jvIhHV6EnPYy7QHYIsLQM4W8mr62BHN4JTBKLg5KdgphLgjPk12yvInc7CLA8t4HXqq-yzllxi9d9QC5oUG3xDGBQydpZSAHnRGcxJpx0fi3SEHEdfIZTY4VaUy8LJRGtCBZ9xhnKpTBliInsIABj-SR1WefSdkS1FktZSfkH6ikldQOMnIZ50stprmNMaLdwjs01iTYxz-uUkgf8z5aG7YULuFkUuUB5X9s-kc1C_Ww7WCht0zi9CU0L_RD4IADhoU2F9BTXila3_1cjbdMdyP1WWNxQYj3jcoo8l5xoJjRbmnbQh3z2m-vYurHzj-B0s5jPVm2OIVg9beEctmlZ6QpRUBBqOpd-9aiXhXC1KH7pxOD21QGlCbbrSr8RGhhQEPixkwXd9I6Sp2xW8TZimhoQ65f_Y&key=AIzaSyCz5y9eZ6DAHHP8w5pqz15ffDUrNQgQX04,,Monday: Closed | Tuesday: 11:00 AM – 8:00 PM | Wednesday: 11:00 AM – 7:00 PM | Thursday: 11:00 AM – 7:00 PM | Friday: 11:00 AM – 11:00 PM | Saturday: 11:00 AM – 10:30 PM | Sunday: Closed,4.6,13,ChIJRz9-hJ2PcUgRONPGscyDQ1o,"{""establishment"",""food"",""meal_takeaway"",""point_of_interest"",""restaurant""}",independent,,,,,,,pending,standard,Google Places,2026-04-11,2026-04-11 16:25:03
Rio's Piri Piri Bristol,Restaurants & Cafés,restaurants_cafes,restaurants-and-cafes,"258 Stapleton Rd, Easton, Bristol BS5 0NP, UK",bristol,easton,rios-piri-piri-bristol,51.466114,-2.5691792,0117 985 1590,https://www.riospiripiri.com/,info@riospiripiri.com,https://maps.google.com/?cid=10330703974785442164,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEGYNOzvcRj8fFVUkeHAXHRwaybWOxkBE-hcOMNVSVBgvZaa2OE1xyJ7JLwO_bVbtEUy47mVERr3mgHQdT1QVc_YXFJEDJCd3_GZWXEivdHzBk2dtT3QstKXS0kDo4f1rPAEHfCA0fcLU2wZUJLF9ZfUr0ghyXfxJlBFywgZkjUoffHypQlOAWY04Yv9wl6k7d-gMsnlCtED0zFdc6tdnrycMlfyvVLm6MhKXPJTp9Fx-84CfRNTB0zJrspAjs6WW1kQOWzv98-wxMiSghX90bejl-MRJ0cQtNAS61ATuvpRFyNWWr4_dUlFTt_I_IFAW-2hxbse5-CV1hohB7CIF-Vvmz5vlnrPgWi7uQ0gFMpPXyIeRtV0IuCTjURDokfuGAynkIykdu5PdiLSPH5GWjq5H3ZeTHt8nKryFeprOHc7nIzQ9XEAB2leEHUTAV7n&key=AIzaSyCz5y9eZ6DAHHP8w5pqz15ffDUrNQgQX04,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEGYNOzvcRj8fFVUkeHAXHRwaybWOxkBE-hcOMNVSVBgvZaa2OE1xyJ7JLwO_bVbtEUy47mVERr3mgHQdT1QVc_YXFJEDJCd3_GZWXEivdHzBk2dtT3QstKXS0kDo4f1rPAEHfCA0fcLU2wZUJLF9ZfUr0ghyXfxJlBFywgZkjUoffHypQlOAWY04Yv9wl6k7d-gMsnlCtED0zFdc6tdnrycMlfyvVLm6MhKXPJTp9Fx-84CfRNTB0zJrspAjs6WW1kQOWzv98-wxMiSghX90bejl-MRJ0cQtNAS61ATuvpRFyNWWr4_dUlFTt_I_IFAW-2hxbse5-CV1hohB7CIF-Vvmz5vlnrPgWi7uQ0gFMpPXyIeRtV0IuCTjURDokfuGAynkIykdu5PdiLSPH5GWjq5H3ZeTHt8nKryFeprOHc7nIzQ9XEAB2leEHUTAV7n&key=AIzaSyCz5y9eZ6DAHHP8w5pqz15ffDUrNQgQX04,,Monday: 11:00 AM – 11:00 PM | Tuesday: 11:00 AM – 11:00 PM | Wednesday: 11:00 AM – 11:00 PM | Thursday: 11:00 AM – 11:00 PM | Friday: 11:00 AM – 11:00 PM | Saturday: 11:00 AM – 11:00 PM | Sunday: 11:00 AM – 11:00 PM,4.7,143,ChIJU-rd1b6PcUgRdGHN2IcIXo8,"{""establishment"",""food"",""point_of_interest"",""restaurant""}",independent,https://www.facebook.com/riospiripiri,https://www.instagram.com/riospiripiri,https://twitter.com/riospiripiri,,,,pending,standard,Google Places,2026-04-11,2026-04-11 16:25:04
