osm_id,name,category,category_key,category_slug,address,city_slug,area_slug,business_slug,latitude,longitude,phone,website,email,opening_hours,google_maps_url,photo_url,image_url,google_summary,google_rating,google_review_count,google_place_id,tags,chain_flag,social_facebook,social_instagram,social_twitter,social_tiktok,social_linkedin,social_youtube,wikidata_id,fsa_rating,fsa_hygiene_score,fsa_establishment_id,status,ranking_tier,source,scrape_date,last_synced_at
way/289460735,Beirut Mezze,Food & Produce,food_produce,food-and-produce,"13a Small Street, Bristol, BS1 1DE",bristol,city-centre,beirut-mezze,51.4552924,-2.5952146,,,,,,,,,,,,"{""restaurant"",""lebanese""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/289460739,Urban Tandoor,Food & Produce,food_produce,food-and-produce,"13 Small Street, Bristol, BS1 1DE",bristol,city-centre,urban-tandoor,51.4553919,-2.5952798,,,,,,,,,,,,"{""restaurant"",""indian""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/289796208,Urban Tandoor,Food & Produce,food_produce,food-and-produce,"13a Small Street, Bristol, BS1 1DE",bristol,city-centre,urban-tandoor,51.4553568,-2.5951651,,,,,,,,,,,,"{""restaurant"",""indian""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/329050801,Cosy Club,Food & Produce,food_produce,food-and-produce,"31 Corn Street, Bristol, BS1 1HT",bristol,city-centre,cosy-club,51.4542475,-2.5951164,+44 117 253 0997,https://cosyclub.co.uk/location/bristol/,bristolbookings@cosyclub.co.uk,Su-We 09:00-23:00; Th-Sa 09:00-24:00,,,,,,,,"{""restaurant"",""british""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/97655812,Brown's,Food & Produce,food_produce,food-and-produce,"38 Queen's Road, Bristol, BS8 1RE",bristol,clifton,browns,51.4564443,-2.6056157,+44 117 930 4777,https://www.browns-restaurants.co.uk/locations/bristol/,,Mo-Th 10:00-23:00; Fr 10:00-24:00; Sa 09:00-24:00; Su 09:00-22:00,,,,,,,,"{""restaurant"",""british""}",independent,,,,,,,Q4975958,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/98494844,Tiffins,Food & Produce,food_produce,food-and-produce,"151 Saint Michaels Hill, Bristol, BS2 8DB",bristol,kingsdown,tiffins,51.4610303,-2.602315,,,,,,,,,,,,"{""restaurant"",""indian""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/227778369,Sainsbury's,Food & Produce,food_produce,food-and-produce,"48-56 Queen's Road, Bristol, BS8 1RE",bristol,clifton,sainsburys,51.456885,-2.6067265,,https://stores.sainsburys.co.uk/2056/dingles,,,,,,,,,,"{""supermarket""}",chain,,,,,,,,,,,pending,low,OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/249628878,Langyu,Food & Produce,food_produce,food-and-produce,"75 Queen's Road, Bristol, BS8 1QP, GB",bristol,,langyu,51.456716,-2.607488,,,,,,,,,,,,"{""deli""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/249628883,168 Mart,Food & Produce,food_produce,food-and-produce,"47 Queen's Road, Bristol, BS8 1QQ, GB",bristol,,168-mart,51.4562251,-2.606451,,,,,,,,,,,,"{""deli""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/249628887,St news,Food & Produce,food_produce,food-and-produce,"57 Queen's Road, Bristol, BS8 1QL, GB",bristol,clifton,st-news,51.4564031,-2.6068202,,,,,,,,,,,,"{""convenience""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/249628904,Sorrento Pizza,Food & Produce,food_produce,food-and-produce,"4 Triangle South, Bristol, BS8 1EY, GB",bristol,clifton,sorrento-pizza,51.4561736,-2.6076714,,,,,,,,,,,,"{""restaurant"",""pizza""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/249628912,Bare Grills,Food & Produce,food_produce,food-and-produce,"41-44 Triangle West, Bristol, BS8 1ER",bristol,clifton,bare-grills,51.4564618,-2.6077875,,,,,,,,,,,,"{""restaurant""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/252983546,Wagamama,Food & Produce,food_produce,food-and-produce,"63 Queen's Road, Bristol, BS8 1QL, GB",bristol,clifton,wagamama,51.4564961,-2.6070204,+44 117 922 1188,https://www.wagamama.com/restaurants/bristol/bristol-clifton,,,,,,,,,,"{""restaurant"",""asian""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/269095181,Beerd,Food & Produce,food_produce,food-and-produce,"157-159 Saint Michael's Hill, Bristol, BS2 8DB, GB",bristol,kingsdown,beerd,51.4611726,-2.60253,+44 117 974 3567,https://beerdbristol.com/,beerd@bathales.co.uk,"Fr,Sa 12:00-23:00; Su-Th 12:00-22:00",,,,,,,,"{""restaurant"",""pizza""}",independent,,,beerdbristol,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/269095195,Metro Convenience Store,Food & Produce,food_produce,food-and-produce,"150 Saint Michaels Hill, Bristol, BS2 8DA, GB",bristol,,metro-convenience-store,51.46106,-2.6019125,,,,,,,,,,,,"{""convenience""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/269097600,Guoguoyan,Food & Produce,food_produce,food-and-produce,"7-9 Queen's Road, Bristol, BS8 1QE",bristol,clifton,guoguoyan,51.455739,-2.6047376,,,,,,,,,,,,"{""restaurant"",""sichuan"",""chinese""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/270761115,The Coconut Tree,Food & Produce,food_produce,food-and-produce,"1-2 Byron Place, Bristol, BS8 1JT, GB",bristol,clifton,the-coconut-tree,51.4559378,-2.6071839,,,,,,,,,,,,"{""restaurant""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/270761151,Krishna's Inn,Food & Produce,food_produce,food-and-produce,"4 Byron Place, Bristol, BS8 1JT, GB",bristol,clifton,krishnas-inn,51.4559298,-2.6074244,+44 1179 276864,,,,,,,,,,,"{""restaurant"",""indian""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/105464495,Chris & Jo's Kitchen,Food & Produce,food_produce,food-and-produce,"122 Saint Michael's Hill, Bristol, BS2 8BU",bristol,kingsdown,chris-jos-kitchen,51.4602694,-2.6010665,,,,,,,,,,,,"{""restaurant""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/105464503,Chaya Canteen,Food & Produce,food_produce,food-and-produce,"120 Saint Michaels Hill, Bristol, BS2 8BU",bristol,kingsdown,chaya-canteen,51.4602251,-2.6010444,,,,,,,,,,,,"{""deli""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/105464508,je jean's,Food & Produce,food_produce,food-and-produce,"118 Saint Michael's Hill, Bristol, BS2 8BU",bristol,,je-jeans,51.4601845,-2.6009947,,,,,,,,,,,,"{""restaurant"",""noodle""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/175403464,Asado,Food & Produce,food_produce,food-and-produce,"90 Colston Street, Bristol, BS1 5BB",bristol,city-centre,asado,51.4570067,-2.5969803,,,,,,,,,,,,"{""restaurant"",""burger""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/175403469,Colston Mini Market,Food & Produce,food_produce,food-and-produce,"78 Colston Street, Bristol, BS1 5BB",bristol,city-centre,colston-mini-market,51.4567537,-2.5971982,,,,,,,,,,,,"{""convenience""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/175406732,The Scrandit,Food & Produce,food_produce,food-and-produce,"14 Christmas Steps, Bristol, BS1 5BS",bristol,city-centre,the-scrandit,51.4562195,-2.5971418,,,,,,,,,,,,"{""restaurant""}",independent,,https://www.instagram.com/thescrandit/,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/186297191,Anthem,Food & Produce,food_produce,food-and-produce,Saint Michael's Hill,,,anthem,51.4574448,-2.5987334,,,,,,,,,,,,"{""restaurant""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/295034129,Ahh Toots,Food & Produce,food_produce,food-and-produce,"17 Christmas Street, Bristol, BS1 5BT",bristol,city-centre,ahh-toots,51.4561195,-2.5964297,,https://ahhtoots.com/,,We-Fr 08:00-17:00; Sa 10:00-17:00,,,,,,,,"{""bakery""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/353479557,Parsons,Food & Produce,food_produce,food-and-produce,"134 Saint Michaels Hill, Bristol, BS2 8DA, GB",bristol,kingsdown,parsons,51.4607191,-2.6015008,+44 1179 330919,,,Mo-Fr 07:00-17:15; Sa-Su 08:00-16:00,,,,,,,,"{""bakery""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/625255524,Kitchen Ahh Toots,Food & Produce,food_produce,food-and-produce,"19 Christmas Steps, Bristol, BS1 5BT",bristol,,kitchen-ahh-toots,51.4561798,-2.5963502,,,,,,,,,,,,"{""bakery""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/1307612128,Haveli,Food & Produce,food_produce,food-and-produce,"Upper Maudlin Street, Bristol, BS1 5BD, GB",bristol,,haveli,51.4571538,-2.5968703,,,,,,,,,,,,"{""restaurant"",""indian""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/157177450,Clifton Mini Market,Food & Produce,food_produce,food-and-produce,"60 Alma Vale Road, Bristol, BS8 2HS",bristol,clifton,clifton-mini-market,51.4632352,-2.6130922,,,,,,,,,,,,"{""convenience""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/157321097,Naan & Co.,Food & Produce,food_produce,food-and-produce,"36 Alma Vale Road, Bristol, BS8 2HS",bristol,clifton,naan-co,51.4628518,-2.6140469,,,,,,,,,,,,"{""restaurant"",""indian""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/170245965,scoop wholefoods,Food & Produce,food_produce,food-and-produce,"98a Whiteladies Road, Bristol, BS8 2QY",bristol,clifton,scoop-wholefoods,51.4672614,-2.612622,,,,,,,,,,,,"{""deli""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/225634965,Clifton Thai,Food & Produce,food_produce,food-and-produce,"70 Whiteladies Road, Bristol, BS8 2QA",bristol,clifton,clifton-thai,51.4658039,-2.611128,,,,,,,,,,,,"{""restaurant"",""thai""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/225634967,Cook,Food & Produce,food_produce,food-and-produce,"3 Whiteladies Road, Bristol, BS8 2QY",bristol,clifton,cook,51.4679049,-2.6132759,+44 117 317 9748,https://www.cookfood.net/shops/clifton,,,,,,,,,,"{""deli""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/228157640,Tom Howley,Food & Produce,food_produce,food-and-produce,"90 Whiteladies Road, Bristol, BS8 2QN",bristol,clifton,tom-howley,51.4664407,-2.6117358,,,,,,,,,,,,"{""kitchen""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/228581812,Bosco Pizzeria,Food & Produce,food_produce,food-and-produce,"96 Whiteladies Road, Bristol, BS8 2QX",bristol,clifton,bosco-pizzeria,51.4670018,-2.6122866,,,,,,,,,,,,"{""restaurant"",""italian""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/228581822,The Better Food Company,Food & Produce,food_produce,food-and-produce,"94a Whiteladies Road, Bristol, BS8 2QX",bristol,clifton,the-better-food-company,51.466756,-2.6121323,+44 117 946 6957,https://www.betterfood.co.uk/,,,,,,,,,,"{""supermarket""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/228581825,Buenasado,Food & Produce,food_produce,food-and-produce,"96A Whiteladies Road, Bristol, BS8 2QX",bristol,clifton,buenasado,51.4670629,-2.6123469,,,,,,,,,,,,"{""restaurant""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/232278923,Estrella de Tapas,Food & Produce,food_produce,food-and-produce,"147 Whiteladies Road, Bristol, BS8 2QT",bristol,clifton,estrella-de-tapas,51.466743,-2.6114109,,,,,,,,,,,,"{""restaurant""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/260857533,The Aqua Grand Cafe,Food & Produce,food_produce,food-and-produce,"153 Whiteladies Road, Bristol, BS8 2RF",bristol,clifton,the-aqua-grand-cafe,51.468025,-2.6126352,+44 117 973 3314,http://www.theaquagrandcafe.com,,,,,,,,,,"{""restaurant"",""french""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/260857541,Pizza Workshop,Food & Produce,food_produce,food-and-produce,"159 Whiteladies Road, Bristol, BS8 2RF",bristol,,pizza-workshop,51.4682682,-2.6128077,+44 117 973 8941,https://www.pizzaworkshop.co.uk/whiteladies-road.html,whiteladies@pizzaworkshop.co.uk,Mo-Th 12:00-22:00; Fr-Sa 12:00-22:30; Su 12:00-22:00,,,,,,,,"{""restaurant"",""pizza""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/260994927,Mr T.G. Pullin's Bakery,Food & Produce,food_produce,food-and-produce,"8 Cotham Hill, Bristol, BS6 6LF",bristol,cotham,mr-tg-pullins-bakery,51.4645298,-2.6089561,,,,,,,,,,,,"{""bakery""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/260994930,the Viet kitchen,Food & Produce,food_produce,food-and-produce,"6 Cotham Hill, Bristol, BS6 6LF",bristol,cotham,the-viet-kitchen,51.4645577,-2.6090326,,,,,,,,,,,,"{""restaurant""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/260994942,Cotham Hill Fruit & Veg,Food & Produce,food_produce,food-and-produce,"24 Cotham Hill, Bristol, BS6 6LF, GB",bristol,,cotham-hill-fruit-veg,51.4643631,-2.6084066,+44 1179747241,,,,,,,,,,,"{""greengrocer""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/261464020,Cotham Kitchen,Food & Produce,food_produce,food-and-produce,"9 Cotham Hill, Bristol, BS6 6LD, GB",bristol,cotham,cotham-kitchen,51.4642934,-2.6088965,,,,,,,,,,,,"{""restaurant""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/261464027,Aboe,Food & Produce,food_produce,food-and-produce,"109 Whiteladies Road, Bristol, BS8 2PB, GB",bristol,clifton,aboe,51.4641325,-2.6092152,,,,,,,,,,,,"{""restaurant""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/261464034,Pizzarova,Food & Produce,food_produce,food-and-produce,"113 Whiteladies Road, Bristol, BS8 2PB, GB",bristol,clifton,pizzarova,51.4642587,-2.6092341,,,,,,,,,,,,"{""restaurant"",""pizza""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/261464036,10+One Store,Food & Produce,food_produce,food-and-produce,"107 Whiteladies Road, Bristol, BS8 2PB",bristol,clifton,10one-store,51.4640704,-2.6091732,,,,,,,,,,,,"{""convenience""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/261464045,Pocha,Food & Produce,food_produce,food-and-produce,"81 Whiteladies Road, Bristol, BS8 2NT",bristol,clifton,pocha,51.4632089,-2.608759,,,,,,,,,,,,"{""restaurant""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/261464046,Low & Slow,Food & Produce,food_produce,food-and-produce,"97 Whiteladies Road, Bristol, BS8 2NT, GB",bristol,clifton,low-slow,51.4637312,-2.6090462,,,,,,,,,,,,"{""restaurant"",""barbecue""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/261464049,Pazzo,Food & Produce,food_produce,food-and-produce,"89 Whiteladies Road, Bristol, BS8 2NT, GB",bristol,clifton,pazzo,51.4634786,-2.6088501,,,,,,,,,,,,"{""restaurant""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/261464052,condesa,Food & Produce,food_produce,food-and-produce,"83 Whiteladies Road, Bristol, BS8 2NT, GB",bristol,clifton,condesa,51.4632713,-2.6087805,+44 117 379 0441,https://condesabristol.co.uk/,hello@condesabristol.co.uk,Mo-Sa 12:00-23:00,,,,,,,,"{""restaurant"",""mexican""}",independent,,,,,,,Q26579281,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/263439040,Batida,Food & Produce,food_produce,food-and-produce,"85 Whiteladies Road, Bristol, BS8 2NT, GB",bristol,clifton,batida,51.4633444,-2.6087741,,,,,,,,,,,,"{""restaurant""}",independent,,,,,,,Q26579281,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/270971681,Pan Asia Goodies,Food & Produce,food_produce,food-and-produce,"5b Whiteladies Road, Bristol, BS8 2NN",bristol,clifton,pan-asia-goodies,51.4645764,-2.6102464,,,,,,,,,,,,"{""convenience""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/270971685,Dynamic Nails,Food & Produce,food_produce,food-and-produce,Whiteladies Road,,,dynamic-nails,51.4648172,-2.6102609,,,,,,,,,,,,"{""restaurant"",""beauty""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/275376179,Table Five,Food & Produce,food_produce,food-and-produce,"50 Whiteladies Road, Bristol, BS8 2NH",bristol,clifton,table-five,51.4633154,-2.609473,,,,,,,,,,,,"{""restaurant"",""pizza""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/275376187,Gail's,Food & Produce,food_produce,food-and-produce,"52 Whiteladies Road, Bristol, BS8 2NH",bristol,,gails,51.4633945,-2.6095212,,,,,,,,,,,,"{""bakery""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/275376189,Ruby & White,Food & Produce,food_produce,food-and-produce,"48 Whiteladies Road, Bristol, BS8 2NH",bristol,clifton,ruby-white,51.4632568,-2.6094215,,http://www.rubyandwhite.com/,info@rubyandwhite.com,,,,,,,,,"{""butcher""}",independent,http://www.facebook.com/pages/Ruby-White/272615946089094,,rubyandwhite,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/285586213,Papadeli,Food & Produce,food_produce,food-and-produce,"84 Alma Road, Bristol, BS8 2DJ",bristol,clifton,papadeli,51.4632845,-2.609863,+44 117 9736569,http://news.papadeli.co.uk/,info@papadeli.co.uk,,,,,,,,,"{""cafe"",""deli""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/366401194,nala,Food & Produce,food_produce,food-and-produce,"Clifton Down Shopping Centre Whiteladies Road, Bristol, BS8 2NN",bristol,clifton,nala,51.4641826,-2.6098004,,,,,,,,,,,,"{""restaurant"",""noodle""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/390721982,Bento Boss,Food & Produce,food_produce,food-and-produce,"Clifton Down Station Whiteladies Road, Bristol, BS8 2PH",bristol,clifton,bento-boss,51.4648623,-2.6103302,,,,,,,,,,,,"{""restaurant""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/390721992,kutchenhaus,Food & Produce,food_produce,food-and-produce,"Clifton Down Shopping Centre Whiteladies Road, Bristol, BS8 2NN",bristol,clifton,kutchenhaus,51.4639444,-2.6103654,,https://uk.kutchenhaus.com/store-finder/bristol,,,,,,,,,,"{""kitchen""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/390721995,Sainsbury's,Food & Produce,food_produce,food-and-produce,"Clifton Down Shopping Centre Whiteladies Road, Bristol, BS8 2NN",bristol,clifton,sainsburys,51.4640806,-2.6109092,+44 117 973 2348,https://stores.sainsburys.co.uk/2202/clifton-down,,Mo-Su 07:00-22:30,,,,,,,,"{""supermarket""}",chain,,,,,,,,,,,pending,low,OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/391995150,Holland & Barrett,Food & Produce,food_produce,food-and-produce,"Clifton Down Shopping Centre Whiteladies Road, Bristol, BS8 2NN",bristol,clifton,holland-barrett,51.4642327,-2.6099185,,https://www.hollandandbarrett.com/stores/clifton-4523/,,Mo-Sa 09:00-17:30; Su 11:00-17:00,,,,,,,,"{""deli""}",chain,,,,,,,,,,,pending,low,OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/467313907,Cothamside Kitchen Company,Food & Produce,food_produce,food-and-produce,"48-52 Kings Parade Avenue, Bristol, BS8 2RE",bristol,clifton,cothamside-kitchen-company,51.4669932,-2.6129155,,,,,,,,,,,,"{""kitchen""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/1188184241,The Cow & Sow,Food & Produce,food_produce,food-and-produce,"46 Whiteladies Road, Bristol, BS8 2NH",bristol,clifton,the-cow-sow,51.4631931,-2.6093828,,,,,,,,,,,,"{""restaurant""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/170245626,Tesco Express,Food & Produce,food_produce,food-and-produce,"169 Whiteladies Road, Bristol, BS8 2RL",bristol,clifton,tesco-express,51.4688299,-2.6134831,,https://www.tesco.com/store-locator/bristol/169a-whiteladies-rd,,Mo-Su 07:00-22:00,,,,,,,,"{""convenience""}",chain,,,,,,,,,,,pending,low,OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/224659451,Piazza di Roma,Food & Produce,food_produce,food-and-produce,"178 Whiteladies Road, Bristol, BS8 2XU",bristol,clifton,piazza-di-roma,51.4703144,-2.6155562,+44 117 973 4183,https://www.piazzadiroma.co.uk/,,,,,,,,,,"{""restaurant"",""italian""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/292118469,Schmidt,Food & Produce,food_produce,food-and-produce,"170-172 Whiteladies Road, Bristol, BS8 2XU",bristol,,schmidt,51.4702138,-2.6153002,,,,,,,,,,,,"{""kitchen""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/180473655,Divino Deli,Food & Produce,food_produce,food-and-produce,"1 Worrall Road, Bristol, BS8 2UF",bristol,clifton,divino-deli,51.4692886,-2.6146972,,https://www.divinodeli.co.uk/,,Mo-Fr 08:00-20:00; Sa 08:00-16:00,,,,,,,,"{""deli""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/191296544,11Eleven,Food & Produce,food_produce,food-and-produce,"38 Coldharbour Road, Bristol, BS6 7NA",bristol,westbury-park,11eleven,51.4748193,-2.6104445,,,,,,,,,,,,"{""convenience""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/224572873,Asda,Food & Produce,food_produce,food-and-produce,"213 Whiteladies Road, Bristol, BS8 2XS",bristol,clifton,asda,51.4701716,-2.6145624,,https://storelocator.asda.com/south-west/bristol/whiteladies-road,,,,,,,,,,"{""convenience""}",chain,,,,,,,,,,,pending,low,OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/224572892,Sainsbury's Local,Food & Produce,food_produce,food-and-produce,"140a Whiteladies Road, Bristol, BS8 2RS",bristol,clifton,sainsburys-local,51.4690749,-2.6145704,+44 117 948 1210,https://stores.sainsburys.co.uk/4457/bristol-whiteladies-road-local,,Mo-Su 07:00-23:00,,,,,,,,"{""convenience""}",chain,,,,,,,,,,,pending,low,OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/225730797,Aromas,Food & Produce,food_produce,food-and-produce,"152 Whiteladies Road, Bristol, BS8 2XZ",bristol,clifton,aromas,51.4695676,-2.6146004,,,,,,,,,,,,"{""restaurant"",""chinese"",""thai""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/232278925,Local Garden,Food & Produce,food_produce,food-and-produce,"136 Whiteladies Road, Bristol, BS8 2RS",bristol,,local-garden,51.4689966,-2.6142684,,,,,,,,,,,,"{""greengrocer""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/232278934,The Spiny Lobster,Food & Produce,food_produce,food-and-produce,"128-130 Whiteladies Road, Bristol, BS8 2RS",bristol,clifton,the-spiny-lobster,51.4688685,-2.6141712,+44 1179 73 73 84,https://www.thespinylobster.co.uk/,,Tu-Fr 10:00-17:00; Sa 09:00-15:00,,,,,,,,"{""restaurant"",""seafood""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/257126488,Bristol Loaf,Food & Produce,food_produce,food-and-produce,"185 Redland Road, Bristol, BS6 6XP, GB",bristol,redland,bristol-loaf,51.4734077,-2.6113841,,https://www.bristolloaf.co.uk/,,,,,,,,,,"{""cafe"",""bakery""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/260857536,Urban Tandoor,Food & Produce,food_produce,food-and-produce,"211 Whiteladies Road, Bristol, BS8 2XS",bristol,clifton,urban-tandoor,51.4699787,-2.614399,,,,,,,,,,,,"{""restaurant"",""indian""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/263548009,Bristol l'eclair,Food & Produce,food_produce,food-and-produce,"195-197 Whiteladies Road, Bristol, BS8 2SB",bristol,,bristol-leclair,51.4695394,-2.6140774,,,,,,,,,,,,"{""bakery""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/272705883,Wild Oats,Food & Produce,food_produce,food-and-produce,"9-11 Lower Redland Road, Bristol, BS6 6TB",bristol,redland,wild-oats,51.4690692,-2.6133593,+44 117 973 1967,https://www.woats.co.uk/,,,,,,,,,,"{""supermarket""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/370499526,The Spiny Lobster,Food & Produce,food_produce,food-and-produce,,,,the-spiny-lobster,51.4688222,-2.6142475,,,,,,,,,,,,"{""seafood""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 07:40:05
