osm_id,name,address,latitude,longitude,category,category_key,category_slug,city_slug,area_slug,business_slug,status,chain_flag,ranking_tier,is_featured,phone,email,website,google_maps_url,opening_hours,social_facebook,social_instagram,social_twitter,social_tiktok,social_linkedin,social_youtube,google_place_id,google_summary,google_rating,google_review_count,wikidata_id,fsa_rating,fsa_hygiene_score,fsa_establishment_id,photo_url,image_url,logo_url,show_logo,add_listing_illustration,illustration_status,illustration_url,illustration_source_photo,illustration_generated_at,description,editor_notes,story_draft,founders_story,founders_image,tags,source,scrape_date,last_synced_at
way/371019923,ABC,"164-166 Wells Road, Bristol, BS4 2AG",51.4406805,-2.5743713,Food & Produce,food_produce,food-and-produce,bristol,totterdown,abc,pending,independent,standard,,,,,,Mo-Fr 09:00-20:00; Sa 10:00-18:00,,,,,,,,,,,,4,0,748732,,,,,,,,,,,,,,,"{""deli"",""polish""}",OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/371019924,Acappella,"184c Wells Road, Bristol, BS4 2AL",51.4396359,-2.5729846,Food & Produce,food_produce,food-and-produce,bristol,totterdown,acappella,closed,independent,standard,,,,https://www.acappellas.co.uk/,,Tu-Th 08:00-22:00; Fr-Sa 08:00-22:30,https://www.facebook.com/acappellapizza,,Acappella_pizza,,,,,,,,,4,5,1514117,,,,,,,,,,,,,,,"{""restaurant"",""pizza""}",OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/371019928,eminence,"180 Wells Road, Bristol, BS4 2AL",51.4398938,-2.5732093,Food & Produce,food_produce,food-and-produce,bristol,totterdown,eminence,pending,independent,standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""kitchen""}",OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/371019932,The Co-operative Food,"174-178 Wells Road, Bristol, BS4 2AL",51.440119,-2.5733852,Food & Produce,food_produce,food-and-produce,bristol,totterdown,the-co-operative-food,pending,chain,low,,,,https://stores.southern.coop/somerset/bristol/174-178-wells-road.html,,Mo-Su 07:00-22:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""convenience""}",OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/393904068,Bristol Fruit Market,"Albert Crescent, Bristol, BS2 0YQ",51.4452989,-2.5715308,Food & Produce,food_produce,food-and-produce,bristol,saint-philips,bristol-fruit-market,pending,independent,standard,,+441179771655,,http://bristolfruitmarket.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""marketplace""}",OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/422527966,Hart's Bakery,"35 Lower Approach Road, Bristol, BS1 6QS",51.449043,-2.5817754,Food & Produce,food_produce,food-and-produce,bristol,temple-meads,harts-bakery,pending,independent,standard,,,,,,,,,,,,,,,,,,5,5,452578,,,,,,,,,,,,,,,"{""bakery""}",OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/125759271,Charles Saunders Ltd,"Albert Road, Bristol, BS2 0XS",51.4439513,-2.569311,Food & Produce,food_produce,food-and-produce,bristol,st-philips-marsh,charles-saunders-ltd,pending,independent,standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""seafood""}",OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/809927670,Tesco Express,"698-704 Wells Road, Bristol, BS14 9HX",51.4138031,-2.5593434,Food & Produce,food_produce,food-and-produce,bristol,hengrove,tesco-express,pending,chain,low,,,,https://www.tesco.com/store-locator/bristol/wells-rd,,,,,,,,,,,,,,5,0,679593,,,,,,,,,,,,,,,"{""convenience""}",OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/834787111,Premier,"Ridgeway Lane, Bristol, BS14 9PH",51.411035,-2.5622076,Food & Produce,food_produce,food-and-produce,bristol,hengrove,premier,pending,independent,standard,,,,https://www.premier-stores.co.uk/our-stores/ridgeway-stores,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""convenience""}",OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/86700267,McColl's,"90 Hollway Road, Bristol, BS14 8PG",51.4119683,-2.546867,Food & Produce,food_produce,food-and-produce,bristol,stockwood,mccolls,pending,independent,standard,,,,https://www.mccolls.co.uk/storelocator/bristol-stockwood/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""convenience""}",OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/663941994,Co-op Food,"100 Hollway Road, Bristol, BS14 8PG",51.4122794,-2.5470337,Food & Produce,food_produce,food-and-produce,bristol,stockwood,co-op-food,pending,chain,low,,,,https://www.coop.co.uk/store-finder/BS14-8PG/100-holloway-road,,Mo-Su 07:00-22:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""convenience""}",OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/663941999,John's Off Licence,"68 Hollway Road, Bristol, BS14 8PG",51.4119508,-2.5459323,Food & Produce,food_produce,food-and-produce,bristol,stockwood,johns-off-licence,pending,independent,standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""convenience""}",OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/1341755943,L J News,"29 Cottle Road, Bristol, BS14 8QR",51.4146104,-2.5396671,Food & Produce,food_produce,food-and-produce,bristol,stockwood,l-j-news,pending,independent,standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""convenience""}",OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/376314038,P&H Superstore,"2 Hengrove Lane, Bristol, BS14 9DL",51.4259233,-2.5642186,Food & Produce,food_produce,food-and-produce,bristol,hengrove,p-h-superstore,pending,independent,standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""convenience""}",OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/376298112,BS4 convenience store,"308 Wells Road, Bristol, BS4 2QG",51.4346652,-2.566559,Food & Produce,food_produce,food-and-produce,bristol,upper-knowle,bs4-convenience-store,pending,independent,standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""convenience""}",OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/376298120,Paprika Store,"302b Wells Road, Bristol, BS4 2QG",51.4349124,-2.5667171,Food & Produce,food_produce,food-and-produce,bristol,upper-knowle,paprika-store,pending,independent,standard,,+44 117 329 1516,,http://paprikastore.co.uk,,Mo-Sa 10:00-19:00; Su 10:00-16:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""supermarket""}",OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/376311060,Wells Road Convenience Store,"323 Wells Road, Bristol, BS4 2QE",51.4347905,-2.5674056,Food & Produce,food_produce,food-and-produce,bristol,upper-knowle,wells-road-convenience-store,pending,independent,standard,,,,,,Mo-Fr 08:30-17:30; Sa 08:30-13:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""convenience""}",OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/376311061,Parsons Bakery,"317 Wells Road, Bristol, BS4 2QB",51.4349682,-2.56738,Food & Produce,food_produce,food-and-produce,bristol,knowle,parsons-bakery,pending,independent,standard,,,,,,Mo-Fr 07:30-16:00; Sa 08:00-16:00; Su 10:00-15:00,,,,,,,,,,,,5,5,777766,,,,,,,,,,,,,,,"{""bakery""}",OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/478992849,Veer Raj,"45 Greenleaze, Bristol, BS4 2TL",51.4305981,-2.5653704,Food & Produce,food_produce,food-and-produce,bristol,upper-knowle,veer-raj,pending,independent,standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""restaurant"",""indian""}",OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/405883278,best-one,"639 Bath Road, Bristol, BS4 3LF",51.4358911,-2.5533285,Food & Produce,food_produce,food-and-produce,bristol,brislington,best-one,pending,independent,standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""convenience""}",OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/211450581,Tesco Extra,"Callington Road, Bristol, BS4 5AY",51.4324098,-2.5546238,Food & Produce,food_produce,food-and-produce,bristol,brislington,tesco-extra,pending,chain,low,,+44 345 677 9079,,https://www.tesco.com/store-locator/bristol/callington-rd,,Mo-Sa 06:00-00:00; Su 10:00-16:00,,,,,,,,,,,,5,0,310835,,,,,,,,,,,,,,,"{""supermarket""}",OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/736661924,JMI Bathroom & Kitchen Centre,,51.4338307,-2.5498608,Food & Produce,food_produce,food-and-produce,,brislington,jmi-bathroom-kitchen-centre,unverified,independent,standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""kitchen""}",OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/279649401,Gbolahan Foods,"9 Brislington Hill, Bristol, BS4 5BE",51.4338027,-2.5472864,Food & Produce,food_produce,food-and-produce,bristol,brislington,gbolahan-foods,pending,independent,standard,,+44 7951 673079,,,,Mo-Sa 10:00-19:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""butcher""}",OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/279665468,Profi food store,"6 West Town Lane, Bristol, BS4 5BN",51.4318514,-2.5464461,Food & Produce,food_produce,food-and-produce,bristol,brislington,profi-food-store,pending,independent,standard,,,,,,,,,,,,,,,,,,4,5,1623279,,,,,,,,,,,,,,,"{""convenience""}",OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/405901696,Lidl,"800-802 Bath Road, Bristol, BS4 5LQ",51.430961,-2.5456676,Food & Produce,food_produce,food-and-produce,bristol,brislington,lidl,pending,chain,low,,+44 20 3966 5566,,https://www.lidl.co.uk/s/en-GB/store-finder/bristol/brislington/brislington-retail-park-bath-road/,,Mo-Sa 08:00-21:00; Su 10:00-16:00,,,,,,,,,,,,5,5,312389,,,,,,,,,,,,,,,"{""supermarket""}",OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/736661916,Londis,,51.4342271,-2.5482094,Food & Produce,food_produce,food-and-produce,,brislington,londis,unverified,independent,standard,,,,,,,,,,,,,,,,,,5,0,483296,,,,,,,,,,,,,,,"{""convenience""}",OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/499161065,Curry House,"393 Bath Road, Bristol, BS4 3EU",51.4423051,-2.5627681,Food & Produce,food_produce,food-and-produce,bristol,brislington,curry-house,pending,independent,standard,,,,,,"Su-Th 18:00-23:30, Fr,Sa 18:00-24:00",,,,,,,,,,,,5,5,386010,,,,,,,,,,,,,,,"{""restaurant"",""indian""}",OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/23757586,Sainsbury's,"Bloomfield Road Link, Bristol, BS4 3BD",51.4429976,-2.5598867,Food & Produce,food_produce,food-and-produce,bristol,brislington,sainsburys,pending,chain,low,,,,https://stores.sainsburys.co.uk/0795/castle-court,,Mo-Sa 07:00-22:00; Su 11:00-17:00,,,,,,,,,,,,AwaitingInspection,,1801514,,,,,,,,,,,,,,,"{""supermarket""}",OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/499147245,Bath Road Convenience Store,"361 Bath Road, Bristol, BS4 3EW",51.4424785,-2.5641875,Food & Produce,food_produce,food-and-produce,bristol,brislington,bath-road-convenience-store,pending,independent,standard,,,,,,,,,,,,,,,,,,5,0,1751743,,,,,,,,,,,,,,,"{""convenience""}",OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/371019941,Magnet,"Bristol, BS2 0YB",51.4444902,-2.5677711,Food & Produce,food_produce,food-and-produce,bristol,st-philips-marsh,magnet,pending,independent,standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""kitchen""}",OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/88024007,M&S Foodhall,"St Philips Causeway, Bristol, BS2 0SP",51.4462824,-2.5596765,Food & Produce,food_produce,food-and-produce,bristol,st-philips,m-s-foodhall,pending,independent,standard,,,,https://www.marksandspencer.com/stores/bristol-avonmeads-foodhall-4051,,Mo-Sa 08:00-20:00; Su 10:00-16:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""supermarket""}",OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/125803501,The Food Warehouse,"Avon Meads Shopping Park Saint Philips Causeway, Bristol, BS2 0SP",51.4475531,-2.5595019,Food & Produce,food_produce,food-and-produce,bristol,st-philips-marsh,the-food-warehouse,pending,independent,standard,,,,https://www.thefoodwarehouse.com/store-locator/redcliffe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""supermarket""}",OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/499178697,Shell,"Castleside Service Station Saint Philips Causeway, Bristol, BS4 3EX",51.4429586,-2.561752,Food & Produce,food_produce,food-and-produce,bristol,saint-philips,shell,pending,independent,standard,,,,,,,,,,,,,,,,,,5,0,312174,,,,,,,,,,,,,,,"{""convenience""}",OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/644590729,Lidl,"Avon Meads Shopping Park St Philips Causeway, Bristol, BS2 0SP",51.4479795,-2.5598843,Food & Produce,food_produce,food-and-produce,bristol,st-philips-marsh,lidl,pending,chain,low,,,,https://www.lidl.co.uk/s/en-GB/store-finder/bristol/st-philips-causeway/,,,,,,,,,,,,,,5,0,1563519,,,,,,,,,,,,,,,"{""supermarket""}",OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/405395678,International Mini Market,"79 Sandy Park Road, Bristol, BS4 3PQ",51.4401542,-2.5538399,Food & Produce,food_produce,food-and-produce,bristol,brislington,international-mini-market,pending,independent,standard,,,,,,Mo-Su 08:00-22:00,,,,,,,,,,,,5,0,1359252,,,,,,,,,,,,,,,"{""convenience""}",OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/405875138,Deli@Sandy Park,"10 Sandy Park Road, Bristol, BS4 3PE",51.440879,-2.5551456,Food & Produce,food_produce,food-and-produce,bristol,brislington,delisandy-park,pending,independent,standard,,+44117 971 3199,deli.at.sandypark@outlook.com,https://www.deliatsandypark.co.uk/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""deli""}",OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/405875141,Sandy Park Greengrocers,"45 Sandy Park Road, Bristol, BS4 3PH",51.440569,-2.5552293,Food & Produce,food_produce,food-and-produce,bristol,brislington,sandy-park-greengrocers,pending,independent,standard,,+44 7714 736 626,,https://sandyparkgreengrocers.co.uk/,,Mo-Sa 08:30-16:30; Su 10:00-15:00,,,,,,,,,,,,5,0,1271472,,,,,,,,,,,,,,,"{""greengrocer""}",OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/405875146,Costcutter,"26 Sandy Park Road, Bristol, BS4 3PE",51.4407098,-2.554592,Food & Produce,food_produce,food-and-produce,bristol,brislington,costcutter,pending,independent,standard,,,,https://store-locator.costcutter.co.uk/costcutter-8f7e41e8ff95,,,,,,,,,,,,,,5,5,1149287,,,,,,,,,,,,,,,"{""convenience""}",OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/405875148,Ciccio's Kitchen,"69 Sandy Park Road, Bristol, BS4 3PQ",51.4402545,-2.5541773,Food & Produce,food_produce,food-and-produce,bristol,brislington,ciccios-kitchen,pending,independent,standard,,+44 117 3333631,,https://www.ciccioskitchen.com/,,,,,,,,,,,,,,5,0,1383461,,,,,,,,,,,,,,,"{""restaurant"",""pizza""}",OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/405875161,Morrisons Daily,"37-39 Sandy Park Road, Bristol, BS4 3PH",51.4406398,-2.5554822,Food & Produce,food_produce,food-and-produce,bristol,brislington,morrisons-daily,pending,chain,low,,,,https://my.morrisons.com/storefinder/61125/morrisons-daily-brislington-37-sandy-park,,,,,,,,,,,,,,4,0,1518453,,,,,,,,,,,,,,,"{""convenience""}",OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/405875162,Parsons Bakery,"35 Sandy Park Road, Bristol, BS4 3PH",51.4406721,-2.5555756,Food & Produce,food_produce,food-and-produce,bristol,brislington,parsons-bakery,pending,independent,standard,,,,,,,,,,,,,,,,,,5,0,385248,,,,,,,,,,,,,,,"{""bakery""}",OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/405875167,The Pukka Peacock,"65 Sandy Park Road, Bristol, BS4 3PQ",51.4402959,-2.5543262,Food & Produce,food_produce,food-and-produce,bristol,brislington,the-pukka-peacock,pending,independent,standard,,,,,,,,,,,,,,,,,,5,0,1693159,,,,,,,,,,,,,,,"{""restaurant""}",OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/405883249,Indomex,"111 Wick Road, Bristol, BS4 4HE",51.439048,-2.5517173,Food & Produce,food_produce,food-and-produce,bristol,brislington,indomex,pending,independent,standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""restaurant"",""mexican""}",OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/405395743,Lifestyle Express,"296 Wick Road, Bristol",51.4456301,-2.5486878,Food & Produce,food_produce,food-and-produce,bristol,st-annes,lifestyle-express,pending,independent,standard,,,,,,,,,,,,,,,,,,5,0,1247705,,,,,,,,,,,,,,,"{""convenience""}",OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/405940916,The Co-operative Food,"68 Broomhill Road, Bristol, BS4 4SD",51.4405504,-2.5379926,Food & Produce,food_produce,food-and-produce,bristol,brislington,the-co-operative-food,pending,chain,low,,,,https://www.coop.co.uk/store-finder/BS4-4NZ/68-broomhill-road,,Mo-Su 07:00-22:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""supermarket""}",OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/405940903,Birchwood Stores,"Birchwood Road, Bristol, BS4 4QH",51.4485865,-2.5417996,Food & Produce,food_produce,food-and-produce,bristol,st-annes,birchwood-stores,pending,independent,standard,,,,https://www.premier-stores.co.uk/our-stores/birchwood-convenience-store,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""convenience""}",OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/405940915,The Gilmore,"2 Birchwood Road, Bristol, BS4 4QH",51.4486267,-2.5423947,Food & Produce,food_produce,food-and-produce,bristol,saint-annes,the-gilmore,pending,independent,standard,,,,,,,,,,,,,,,,,,3,10,873948,,,,,,,,,,,,,,,"{""convenience""}",OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/103198943,The Ivy,"42-44 Caledonia Place, Bristol, BS8 4DN",51.4548594,-2.6209201,Food & Produce,food_produce,food-and-produce,bristol,clifton,the-ivy,pending,independent,standard,,,,https://theivycliftonbrasserie.com/,,,,,,,,,,,,,,5,0,861979,,,,,,,,,,,,,,,"{""restaurant"",""british""}",OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/186153565,Spar,"181b Hotwell Road, Bristol, BS8 4SA",51.4497013,-2.6157984,Food & Produce,food_produce,food-and-produce,bristol,hotwells,spar,pending,independent,standard,,,,https://www.spar.co.uk/store-locator/awl17040-spar-hotwells-road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""convenience""}",OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/186264734,Raj Bari,"183 Hotwell Road, Bristol, BS8 4SA",51.4497289,-2.6159968,Food & Produce,food_produce,food-and-produce,bristol,hotwells,raj-bari,pending,independent,standard,,+44 117 922 7617,,,,,,,,,,,,,,,,4,0,310857,,,,,,,,,,,,,,,"{""restaurant"",""indian""}",OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/270499895,Nutmeg,"10 The Mall, Bristol, BS8 4DR",51.4547994,-2.6205142,Food & Produce,food_produce,food-and-produce,bristol,clifton,nutmeg,pending,independent,standard,,,,https://www.nutmegbristol.com/,,,,,,,,,,,,,,5,0,927101,,,,,,,,,,,,,,,"{""restaurant"",""indian""}",OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/270499899,Clifton Village Butchers,"12 The Mall, Bristol, BS8 4DR",51.454842,-2.6205502,Food & Produce,food_produce,food-and-produce,bristol,clifton,clifton-village-butchers,pending,independent,standard,,,,,,,,,,,,,,,,,Q26504903,5,0,311430,,,,,,,,,,,,,,,"{""butcher""}",OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/270499922,The Mall Deli,"14 The Mall, Bristol, BS8 4DR",51.4548974,-2.6205905,Food & Produce,food_produce,food-and-produce,bristol,clifton,the-mall-deli,pending,independent,standard,,,,,,Tu-Sa 09:30-17:00; Mo 09:30-16:00; Su 11:00-16:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""cafe"",""deli""}",OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/270761083,GAIL's,"14 Regent Street, Bristol, BS8 4HG",51.4540175,-2.6179086,Food & Produce,food_produce,food-and-produce,bristol,clifton-village,gails,pending,independent,standard,,,,https://gails.com/pages/clifton-village,,,,,,,,,,,,,,5,5,1727780,,,,,,,,,,,,,,,"{""cafe"",""bakery""}",OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/270761084,Bar 44,"18-20 Regent Street, Bristol, BS8 4HG",51.4541617,-2.6180929,Food & Produce,food_produce,food-and-produce,bristol,clifton,bar-44,pending,independent,standard,,,,,,"We 16:30-23:00; Th 12:00-23:00; Fr,Sa 12:00-23:30; Su 12:00-18:00",,,,,,,,,,,,5,0,1078517,,,,,,,,,,,,,,,"{""restaurant""}",OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/270761086,Chandos Deli,"6 Princess Victoria Street, Bristol, BS8 4BP",51.454915,-2.6193734,Food & Produce,food_produce,food-and-produce,bristol,clifton,chandos-deli,pending,independent,standard,,,,,,,,,,,,,,,,,,5,0,310952,,,,,,,,,,,,,,,"{""deli""}",OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/270761100,Chandos,,51.4548224,-2.6197197,Food & Produce,food_produce,food-and-produce,,hotwells,chandos,unverified,independent,standard,,,,,,,,,,,,,,,,,,5,0,1539868,,,,,,,,,,,,,,,"{""deli""}",OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/270761103,Fishers,"35 Princess Victoria Street, Bristol, BS8 4BX",51.4543144,-2.6207644,Food & Produce,food_produce,food-and-produce,bristol,clifton,fishers,pending,independent,standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""restaurant"",""seafood""}",OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/270761109,Harvey Jones,,51.4547698,-2.619874,Food & Produce,food_produce,food-and-produce,,hotwells,harvey-jones,unverified,independent,standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""kitchen""}",OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/270761110,Smaller Footprints,"9 Regent Street, Bristol, BS8 4HW",51.4536662,-2.6179187,Food & Produce,food_produce,food-and-produce,bristol,clifton,smaller-footprints,pending,independent,standard,,,,https://www.smallerfootprints.co.uk,,"Tu,We,Fr,Sa 10:00-17:00; Th 10:00-18:00",,,,,,,,,,,,5,0,1082922,,,,,,,,,,,,,,,"{""deli""}",OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/270761127,Regent Street Convenience Store,"22 Regent Street, Bristol, BS8 4HG",51.4542433,-2.6181906,Food & Produce,food_produce,food-and-produce,bristol,clifton,regent-street-convenience-store,pending,independent,standard,,,,,,,,,,,,,,,,,Q26498094,,,,,,,,,,,,,,,,,,"{""convenience""}",OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/270761133,Tesco Express,"32-34 Regent Street, Bristol, BS8 4HU",51.4548535,-2.6186965,Food & Produce,food_produce,food-and-produce,bristol,clifton,tesco-express,pending,chain,low,,,,https://www.tesco.com/store-locator/bristol/32-and-34-regent-st,,,,,,,,,,,,,,5,0,312356,,,,,,,,,,,,,,,"{""convenience""}",OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/270761141,Zizzi,"29-33 Princess Victoria Street, Bristol, BS8 4BX",51.4544279,-2.6204301,Food & Produce,food_produce,food-and-produce,bristol,clifton,zizzi,pending,independent,standard,,,,https://www.zizzi.co.uk/italian/restaurants/bristol-clifton,,,,,,,,,,,,,,5,0,311593,,,,,,,,,,,,,,,"{""restaurant"",""italian""}",OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/277793666,Catley's,"14 Kings Road, Bristol, BS8 4AB",51.4554676,-2.6185862,Food & Produce,food_produce,food-and-produce,bristol,clifton,catleys,pending,independent,standard,,,,,,,,,,,,,,,,,,5,5,1639148,,,,,,,,,,,,,,,"{""bakery""}",OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/277793675,Anna,"7a Boyces Avenue, Bristol, BS8 4AA",51.4551398,-2.6186308,Food & Produce,food_produce,food-and-produce,bristol,clifton,anna,pending,independent,standard,,,,,,,,,,,,,,,,,,5,0,811043,,,,,,,,,,,,,,,"{""confectionery""}",OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/277793676,Third Eye,"31 Regent Street, Bristol, BS8 4HR",51.454551,-2.618943,Food & Produce,food_produce,food-and-produce,bristol,clifton,third-eye,pending,independent,standard,,,,,,,,,,,,,,,,,,3,10,1846932,,,,,,,,,,,,,,,"{""restaurant"",""indian""}",OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/277793682,Bosco's Pizzeria,"29 Regent Street, Bristol, BS8 4HR",51.4544873,-2.6188928,Food & Produce,food_produce,food-and-produce,bristol,clifton,boscos-pizzeria,pending,independent,standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""restaurant""}",OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/277793685,Reg the Veg,"6 Boyces Avenue, Bristol, BS8 4AA",51.4552087,-2.6181769,Food & Produce,food_produce,food-and-produce,bristol,clifton,reg-the-veg,pending,independent,standard,,+44 117 9706777,info@regtheveg.co.uk,https://www.regtheveg.co.uk/,,Mo-Sa 08:00-18:00; Su 09:00-17:00,,,,,,,,,,,,5,0,310436,,,,,,,,,,,,,,,"{""greengrocer""}",OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/277793691,Clifton Fruit & Veg,"9 Boyces Avenue, Bristol, BS8 4AA",51.4550972,-2.6187938,Food & Produce,food_produce,food-and-produce,bristol,clifton,clifton-fruit-veg,closed,independent,standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""greengrocer""}",OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/277928414,The Co-operative Food,"23-27 Princess Victoria Street, Bristol, BS8 4BX",51.4544661,-2.6202889,Food & Produce,food_produce,food-and-produce,bristol,clifton,the-co-operative-food,pending,chain,low,,+44 117 973 0963,,https://www.coop.co.uk/store-finder/BS8-4BX/princess-victoria-street,,Mo-Su 07:00-23:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""supermarket""}",OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/277928440,Parsons,"3 Princess Victoria Street, Bristol, BS8 4BX",51.454761,-2.619237,Food & Produce,food_produce,food-and-produce,bristol,clifton,parsons,pending,independent,standard,,+44 117 923 9396,,,,,,,,,,,,,,,Q26498060,5,0,310410,,,,,,,,,,,,,,,"{""bakery""}",OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/277928453,Giggling Squid,"34 Princess Victoria Street, Bristol, BS8 4BZ",51.454487,-2.6208703,Food & Produce,food_produce,food-and-produce,bristol,clifton,giggling-squid,pending,independent,standard,,+44 117 973 2543,,https://www.gigglingsquid.com/restaurant/clifton,,,,,,,,,,,,,,5,0,731445,,,,,,,,,,,,,,,"{""restaurant"",""thai""}",OpenStreetMap,2026-04-19,2026-04-19 07:40:05
